,DC
2140,2.0
2141,14.2
2142,3.0
2143,4.0
2144,1.0
2145,1.8
2146,1.0
2147,0.0
2148,2.0
2149,25.2
2150,5.0
2151,1.8
2152,4.0
2153,1.0
2154,1.0
2155,1.0
2156,2.4
2157,0.0
2158,3.3333333333333335
2159,1.0
2160,26.2
2161,1.0
2162,0.0
2163,3.6
2164,12.6
2165,1.0
2166,11.0
2167,9.6
2168,0.0
2169,1.0
2170,8.4
2171,2.0
2172,29.2
2173,1.0
2174,2.0
2175,9.6
2176,1.0
2177,0.0
2178,1.0
2179,0.0
2180,3.8
2181,1.0
2182,3.0
2183,6.8
2184,8.0
2185,2.0
2186,3.0
2187,3.0
2188,0.0
2189,5.0
2190,49.2
2191,2.0
2192,9.4
2193,2.0
2194,13.6
2195,0.0
2196,7.0
2197,19.4
2198,5.0
2199,0.0
2200,1.8
2201,8.8
2202,1.8
2203,2.0
2204,4.4
2205,37.0
2206,1.0
2207,18.4
2208,5.0
2209,5.6
2210,1.0
2211,38.6
2212,3.2
2213,1.0
2214,12.4
2215,3.0
2216,2.2
2217,3.0
2218,158.4
2219,7.0
2220,1.0
2221,1.0
2222,7.0
2223,14.0
2224,8.4
2225,6.6
2226,6.0
2227,8.2
2228,2.0
2229,1.0
2230,2.6
2231,7.0
2232,3.0
2233,1.8
2234,24.4
2235,2.0
2236,59.8
2237,2.0
2238,7.0
2239,1.0
2240,38.6
2241,20.6
2242,0.0
2243,2.0
2244,2.6
2245,2.0
2246,1.8
2247,6.0
2248,5.0
2249,1.0
2250,12.2
2251,1.0
2252,5.8
2253,1.0
2254,19.0
2255,1.8
2256,2.6
2257,8.0
2258,1.0
2259,5.0
2260,36.0
2261,23.4
2262,2.0
2263,3.0
2264,10.8
2265,15.2
2266,5.8
2267,6.8
2268,8.6
2269,0.0
2270,3.0
2271,12.8
2272,14.0
2273,2.0
2274,3.0
2275,9.0
2276,5.0
2277,3.8
2278,20.2
2279,7.0
2280,18.2
2281,1.0
2282,3.4
2283,6.6
2284,6.6
2285,2.0
2286,3.8
2287,5.8
2288,33.0
2289,2.0
2290,16.0
2291,28.8
2292,1.0
2293,0.0
2294,4.8
2295,3.0
2296,4.8
2297,2.0
2298,2.0
2299,2.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,7.6
2306,1.0
2307,1.2
2308,17.4
2309,4.0
2310,2.0
2311,14.4
2312,5.4
2313,1.6
2314,5.0
2315,1.0
2316,1.0
2317,2.8
2318,1.0
2319,36.6
2320,2.0
2321,0.0
2322,0.0
2323,1.0
2324,24.0
2325,5.0
2326,4.0
2327,1.0
2328,2.4
2329,6.8
2330,1.0
2331,2.0
2332,1.0
2333,3.0
2334,1.6
2335,1.0
2336,12.2
2337,14.4
2338,93.0
2339,1.0
2340,13.0
2341,1.4
2342,2.0
2343,1.0
2344,2.4
2345,1.0
2346,7.6
2347,28.4
2348,3.0
2349,6.2
2350,2.0
2351,5.8
2352,3.0
2353,1.0
2354,5.0
2355,1.0
2356,2.0
2357,1.0
2358,1.6
2359,2.0
2360,2.6
2361,66.8
2362,4.8
2363,7.6
2364,0.0
2365,3.6
2366,23.0
2367,7.0
2368,14.2
2369,3.6
2370,1.0
2371,3.6
2372,28.4
2373,6.6
2374,2.0
2375,3.2
2376,8.0
2377,0.0
2378,0.0
2379,6.8
2380,1.0
2381,1.0
2382,1.8
2383,1.0
2384,4.6
2385,3.0
2386,18.2
2387,29.6
2388,0.0
2389,3.0
2390,1.0
2391,1.0
2392,1.0
2393,5.0
2394,11.0
2395,23.4
2396,3.6
2397,11.8
2398,1.6
2399,4.0
2400,8.6
2401,5.6
2402,4.2
2403,11.0
2404,2.6
2405,5.2
2406,1.0
2407,4.4
2408,1.0
2409,3.0
2410,2.6
2411,9.0
2412,5.8
2413,12.8
2414,2.6
2415,2.0
2416,27.6
2417,7.0
2418,1.0
2419,1.4
2420,1.0
2421,1.0
2422,1.0
2423,1.0
2424,3.6
2425,3.0
2426,27.8
2427,11.6
2428,32.6
2429,1.2
2430,10.4
2431,20.0
2432,3.8
2433,6.6
2434,4.2
2435,2.0
2436,1.0
2437,3.8
2438,15.6
2439,1.0
2440,1.0
2441,11.2
2442,2.0
2443,2.8
2444,1.0
2445,1.0
2446,0.0
2447,0.0
2448,0.0
2449,1.0
2450,10.6
2451,9.0
2452,15.8
2453,2.0
2454,11.6
2455,10.2
2456,5.0
2457,23.8
2458,2.0
2459,2.0
2460,1.0
2461,1.0
2462,3.0
2463,1.0
2464,7.4
2465,4.6
2466,1.0
2467,5.2
2468,5.0
2469,1.2
2470,1.0
2471,9.2
2472,0.0
2473,1.0
2474,1.0
2475,0.0
2476,2.6
2477,1.8
2478,1.0
2479,1.0
2480,1.8
2481,12.6
2482,2.6
2483,0.0
2484,0.0
2485,5.6
2486,16.6
2487,10.8
2488,14.2
2489,2.0
2490,60.6
2491,0.0
2492,6.0
2493,8.8
2494,5.2
2495,14.8
2496,3.0
2497,1.8
2498,4.8
2499,75.6
2500,1.8
2501,2.0
2502,2.0
2503,13.4
2504,5.0
2505,9.2
2506,3.0
2507,1.0
2508,16.8
2509,28.6
2510,2.0
2511,4.0
2512,6.8
2513,14.2
2514,3.8
2515,1.0
2516,7.4
2517,1.0
2518,12.6
2519,2.0
2520,2.0
2521,23.5
2522,7.6
2523,5.0
2524,1.0
2525,3.0
2526,10.8
2527,13.0
2528,2.8
2529,1.8
2530,13.6
2531,3.0
2532,3.6
2533,3.0
2534,3.0
2535,29.8
2536,2.0
2537,4.0
2538,26.4
2539,6.8
2540,2.0
2541,2.0
2542,17.4
2543,2.0
2544,30.6
2545,1.2
2546,2.0
2547,9.0
2548,14.6
2549,0.0
2550,2.8
2551,6.2
2552,3.0
2553,3.0
2554,4.2
2555,43.2
2556,3.4
2557,12.0
2558,6.2
2559,17.6
2560,1.8
2561,1.0
2562,37.6
2563,2.8
2564,1.0
2565,31.4
2566,3.8
2567,3.0
2568,1.0
2569,27.4
2570,2.8
2571,5.8
2572,13.6
2573,5.2
2574,21.8
2575,1.8
2576,0.0
2577,9.0
2578,33.4
2579,1.0
2580,1.0
2581,4.0
2582,1.0
2583,42.8
2584,0.0
2585,38.0
2586,2.0
2587,32.0
2588,1.0
2589,1.0
2590,1.0
2591,2.0
2592,4.0
2593,29.8
2594,1.0
2595,8.6
2596,21.0
2597,1.0
2598,4.8
2599,0.0
2600,1.0
2601,2.0
2602,8.0
2603,3.0
2604,9.0
2605,7.0
2606,3.8
2607,1.0
2608,28.0
2609,1.4
2610,4.6
2611,1.0
2612,1.0
2613,1.0
2614,13.2
2615,2.0
2616,1.0
2617,3.8
2618,4.0
2619,1.0
2620,2.6
2621,11.8
2622,1.0
2623,1.0
2624,11.0
2625,1.0
2626,3.0
2627,3.0
2628,1.0
2629,1.0
2630,4.0
2631,6.0
2632,2.8
2633,1.0
2634,22.0
2635,1.0
2636,1.0
2637,1.0
2638,1.0
2639,1.0
2640,14.0
2641,2.0
2642,24.2
2643,1.0
2644,0.0
2645,8.2
2646,0.0
2647,2.8
2648,1.0
2649,20.0
2650,1.0
2651,1.6
2652,3.0
2653,1.0
2654,2.6
2655,1.0
2656,0.0
2657,1.0
2658,7.6
2659,1.0
2660,4.0
2661,5.0
2662,7.4
2663,0.0
2664,0.0
2665,0.0
2666,3.8
2667,8.0
2668,1.0
2669,0.0
2670,6.0
2671,3.0
2672,16.2
2673,1.0
2674,18.2
2675,24.8
2676,2.0
2677,1.0
2678,1.0
2679,2.0
2680,11.4
2681,0.0
2682,21.2
2683,2.0
2684,2.0
2685,1.8
2686,57.0
2687,2.0
2688,0.0
2689,1.4
2690,0.0
2691,0.0
2692,0.0
2693,3.6
2694,2.0
2695,4.2
2696,6.6
2697,1.0
2698,31.6
2699,2.0
2700,1.8
2701,4.8
2702,1.0
2703,14.4
2704,4.0
2705,0.0
2706,111.2
2707,0.0
2708,2.4
2709,3.0
2710,8.0
2711,1.0
2712,9.2
2713,14.4
2714,1.8
2715,3.0
2716,3.0
2717,4.0
2718,5.0
2719,3.2
2720,8.0
2721,2.8
2722,10.0
2723,17.2
2724,11.2
2725,9.8
2726,25.6
2727,2.0
2728,29.0
2729,2.0
2730,4.0
2731,10.6
2732,1.0
2733,1.2
2734,5.0
2735,26.6
2736,36.6
2737,1.0
2738,1.8
2739,15.0
2740,10.6
2741,2.0
2742,3.0
2743,2.0
2744,4.6
2745,21.4
2746,230.4
2747,4.6
2748,17.6
2749,3.6
2750,1.0
2751,1.0
2752,1.0
2753,1.0
2754,1.0
2755,2.0
2756,5.0
2757,1.0
2758,6.0
2759,2.8
2760,1.0
2761,2.2
2762,7.8
2763,10.0
2764,16.0
2765,4.8
2766,5.0
2767,1.6
2768,19.8
2769,2.0
2770,1.0
2771,77.2
2772,1.0
2773,1.0
2774,1.0
2775,1.0
2776,1.8
2777,1.4
2778,1.0
2779,4.0
2780,10.2
2781,1.8
2782,4.0
2783,2.0
2784,2.0
2785,2.0
2786,16.6
2787,2.0
2788,4.8
2789,5.8
2790,1.8
2791,11.6
2792,1.4
2793,2.0
2794,1.0
2795,1.0
2796,0.0
2797,1.0
2798,1.0
2799,4.8
2800,2.0
2801,1.6
2802,2.8
2803,34.0
2804,1.0
2805,1.0
2806,4.2
2807,8.0
2808,25.0
2809,7.0
2810,6.4
2811,5.2
2812,13.8
2813,8.4
2814,8.6
2815,2.0
2816,6.4
2817,1.0
2818,16.4
2819,3.0
2820,3.8
2821,4.0
2822,13.0
2823,8.8
2824,0.0
2825,6.0
2826,1.0
2827,5.0
2828,1.4
2829,1.0
2830,1.0
2831,20.8
2832,2.0
2833,0.0
2834,1.0
2835,1.0
2836,11.0
2837,2.0
2838,1.0
2839,5.0
2840,1.0
2841,6.2
2842,1.0
2843,2.2
2844,1.0
2845,4.0
2846,1.0
2847,1.0
2848,7.0
2849,9.8
2850,4.4
2851,16.0
2852,31.0
2853,8.8
2854,4.0
2855,1.6
2856,3.4
2857,31.8
2858,2.5
2859,24.6
2860,1.0
2861,1.0
2862,2.0
2863,3.0
2864,10.0
2865,4.0
2866,1.0
2867,1.0
2868,3.4
2869,3.0
2870,9.0
2871,22.0
2872,5.6
2873,1.0
2874,14.6
2875,1.0
2876,1.0
2877,5.0
2878,3.0
2879,3.0
2880,4.0
2881,0.0
2882,33.6
2883,3.6
2884,2.0
2885,6.0
2886,1.0
2887,21.4
2888,26.2
2889,1.0
2890,1.0
2891,1.0
2892,19.2
2893,2.6
2894,3.6
2895,1.0
2896,4.6
2897,3.8
2898,0.0
2899,5.0
2900,3.8
2901,4.8
2902,4.8
2903,2.0
2904,1.0
2905,1.0
2906,9.2
2907,3.6
2908,42.6
2909,27.0
2910,1.0
2911,1.0
2912,8.8
2913,1.6
2914,1.0
2915,19.4
2916,2.4
2917,2.6
2918,4.8
2919,6.2
2920,13.0
2921,27.0
2922,7.4
2923,1.0
2924,1.0
2925,1.0
2926,1.8
2927,61.8
2928,2.0
2929,23.6
2930,4.0
2931,2.4
2932,2.8
2933,2.0
2934,15.8
2935,1.0
2936,1.0
2937,2.8
2938,13.0
2939,1.0
2940,4.0
2941,1.0
2942,14.8
2943,7.0
2944,24.8
2945,6.0
2946,3.8
2947,2.0
2948,2.0
2949,2.0
2950,2.0
2951,1.0
2952,4.0
2953,15.4
2954,3.0
2955,1.0
2956,1.0
2957,1.2
2958,7.4
2959,4.6
2960,1.8
2961,3.4
2962,15.4
2963,1.2
2964,2.8
2965,8.8
2966,1.0
2967,8.6
2968,2.8
2969,1.0
2970,14.2
2971,4.0
2972,6.0
2973,2.0
2974,1.0
2975,3.2
2976,9.8
2977,4.8
2978,9.6
2979,3.0
2980,6.0
2981,2.4
2982,0.0
2983,1.0
2984,1.0
2985,1.0
2986,1.6
2987,3.0
2988,1.0
2989,2.0
2990,13.4
2991,17.6
2992,1.0
2993,2.0
2994,4.0
2995,1.0
2996,1.0
2997,10.4
2998,2.0
2999,7.4
3000,1.0
3001,3.0
3002,1.0
3003,7.0
3004,5.8
3005,4.8
3006,1.0
3007,2.0
3008,5.0
3009,42.6
3010,4.0
3011,7.6
3012,10.0
3013,7.8
3014,2.0
3015,1.0
3016,5.4
3017,1.0
3018,25.4
3019,6.0
3020,3.0
3021,5.0
3022,1.0
3023,1.0
3024,1.0
3025,2.0
3026,18.0
3027,1.0
3028,4.6
3029,1.0
3030,2.6
3031,1.0
3032,6.0
3033,14.4
3034,1.0
3035,5.0
3036,1.0
3037,4.0
3038,1.0
3039,1.0
3040,2.0
3041,2.2
3042,1.2
3043,9.4
3044,1.25
3045,1.0
3046,0.0
3047,2.0
3048,1.0
3049,1.0
3050,0.0
3051,2.0
3052,1.0
3053,2.0
3054,1.0
3055,40.6
3056,8.6
3057,6.0
3058,1.0
3059,1.8
3060,18.6
3061,1.0
3062,7.4
3063,1.2
3064,2.0
3065,1.2
3066,4.0
3067,1.8
3068,4.8
3069,0.0
3070,4.8
3071,5.0
3072,2.0
3073,7.0
3074,3.0
3075,3.0
3076,5.2
3077,1.8
3078,3.0
3079,6.2
3080,5.6
3081,8.6
3082,11.0
3083,0.0
3084,2.0
3085,16.0
3086,2.0
3087,15.6
3088,1.0
3089,4.8
3090,3.6
3091,20.0
3092,2.4
3093,15.0
3094,3.6
3095,11.2
3096,11.2
3097,8.6
3098,2.6
3099,25.0
3100,1.0
3101,2.0
3102,1.8
3103,3.0
3104,3.0
3105,5.0
3106,12.6
3107,2.0
3108,1.8
3109,3.8
3110,1.8
3111,2.0
3112,5.4
3113,2.0
3114,1.0
3115,3.6
3116,5.0
3117,15.8
3118,2.6
3119,1.0
3120,1.0
3121,1.0
3122,1.0
3123,13.2
3124,0.0
3125,3.0
3126,0.0
3127,0.0
3128,6.8
3129,2.0
3130,4.0
3131,4.8
3132,10.4
3133,1.0
3134,1.0
3135,3.0
3136,2.0
3137,2.0
3138,1.0
3139,2.0
3140,10.0
3141,8.4
3142,1.0
3143,19.0
3144,14.4
3145,2.0
3146,2.0
3147,9.0
3148,19.8
3149,1.0
3150,0.0
3151,1.0
3152,2.0
3153,2.0
3154,1.0
3155,11.0
3156,8.0
3157,1.0
3158,2.8
3159,0.0
3160,3.0
3161,1.0
3162,1.0
3163,40.0
3164,4.0
3165,1.0
3166,3.0
3167,1.0
3168,2.0
3169,6.2
3170,1.2
3171,1.8
3172,7.0
3173,6.2
3174,1.0
3175,12.0
3176,4.4
3177,1.0
3178,1.6
3179,4.0
3180,0.0
3181,1.8
3182,6.8
3183,1.0
3184,1.0
3185,10.8
3186,3.8
3187,0.0
3188,35.6
3189,2.0
3190,1.0
3191,2.0
3192,22.6
3193,9.6
3194,5.2
3195,3.6
3196,6.8
3197,8.6
3198,1.0
3199,9.0
3200,1.0
3201,3.4
3202,4.0
3203,2.0
3204,7.8
3205,4.0
3206,2.6
3207,52.6
3208,15.4
3209,5.0
3210,1.0
3211,1.0
3212,10.0
3213,6.4
3214,2.0
3215,7.8
3216,8.4
3217,4.0
3218,5.0
3219,1.0
3220,1.0
3221,19.2
3222,1.0
3223,19.0
3224,16.0
3225,22.8
3226,2.0
3227,4.0
3228,1.0
3229,2.8
3230,1.0
3231,4.0
3232,4.8
3233,1.0
3234,14.8
3235,3.4
3236,5.0
3237,0.0
3238,7.8
3239,1.0
3240,1.4
3241,6.6
3242,4.2
3243,2.0
3244,1.0
3245,3.8
3246,1.0
3247,2.0
3248,0.0
3249,2.0
3250,8.0
3251,1.0
3252,2.0
3253,35.6
3254,16.6
3255,1.0
3256,2.6
3257,1.8
3258,1.0
3259,3.6
3260,3.0
3261,0.0
3262,4.0
3263,0.0
3264,6.0
3265,1.0
3266,1.0
3267,4.0
3268,1.0
3269,2.8
3270,1.0
3271,2.0
3272,38.2
3273,10.2
3274,2.4
3275,2.6
3276,58.6
3277,2.0
3278,10.6
3279,2.8
3280,1.0
3281,8.4
3282,3.0
3283,1.25
3284,4.4
3285,80.8
3286,6.8
3287,1.0
3288,1.0
3289,18.4
3290,15.4
3291,2.0
3292,2.0
3293,10.0
3294,1.0
3295,2.0
3296,1.8
3297,1.0
3298,1.0
3299,6.2
3300,7.6
3301,13.4
3302,1.0
3303,4.6
3304,2.0
3305,7.4
3306,1.0
3307,6.4
3308,4.2
3309,8.8
3310,1.0
3311,1.0
3312,2.8
3313,2.0
3314,3.0
3315,14.2
3316,2.0
3317,1.2
3318,2.0
3319,3.4
3320,1.8
3321,1.0
3322,19.8
3323,1.0
3324,23.4
3325,4.0
3326,1.0
3327,9.8
3328,2.0
3329,3.0
3330,11.8
3331,4.0
3332,2.0
3333,5.0
3334,2.8
3335,8.0
3336,5.8
3337,4.6
3338,0.0
3339,1.0
3340,1.0
3341,0.0
3342,5.0
3343,1.0
3344,0.0
3345,1.0
3346,16.0
3347,97.2
3348,1.8
3349,17.0
3350,10.0
3351,6.6
3352,5.0
3353,0.0
3354,5.4
3355,24.8
3356,3.0
3357,2.6
3358,1.0
3359,4.2
3360,6.0
3361,16.6
3362,5.0
3363,17.8
3364,1.0
3365,1.0
3366,1.0
3367,5.0
3368,3.0
3369,3.0
3370,64.8
3371,2.8
3372,1.0
3373,39.8
3374,16.6
3375,19.4
3376,3.6
3377,84.8
3378,3.0
3379,13.0
3380,1.0
3381,1.8
3382,2.2
3383,0.0
3384,13.6
3385,5.2
3386,4.8
3387,1.0
3388,5.2
3389,65.6
3390,1.0
3391,2.0
3392,0.0
3393,3.8
3394,20.0
3395,5.0
3396,1.0
3397,1.0
3398,2.8
3399,8.8
3400,8.8
3401,10.0
3402,4.0
3403,2.0
3404,8.8
3405,2.4
3406,3.0
3407,1.0
3408,7.6
3409,4.0
3410,1.0
3411,2.0
3412,1.0
3413,0.0
3414,1.0
3415,17.0
3416,1.0
3417,16.0
3418,2.0
3419,3.0
3420,10.0
3421,17.2
3422,12.2
3423,1.6
3424,6.0
3425,1.0
3426,38.8
3427,0.0
3428,1.0
3429,2.6
3430,0.0
3431,6.6
3432,4.0
3433,4.8
3434,17.2
3435,0.0
3436,5.8
3437,3.0
3438,3.8
3439,1.0
3440,13.4
3441,1.0
3442,0.0
3443,1.0
3444,0.0
3445,10.8
3446,0.0
3447,6.8
3448,6.8
3449,50.2
3450,22.8
3451,1.0
3452,3.2
3453,3.0
3454,6.6
3455,1.0
3456,2.8
3457,15.6
3458,10.6
3459,6.0
3460,17.8
3461,1.0
3462,1.0
3463,3.0
3464,1.2
3465,0.0
3466,3.0
3467,1.0
3468,6.8
3469,1.0
3470,7.0
3471,4.6
3472,2.8
3473,8.2
3474,1.0
3475,8.8
3476,1.0
3477,6.0
3478,1.0
3479,0.0
3480,2.0
3481,1.0
3482,2.6
3483,0.0
3484,1.0
3485,4.0
3486,10.8
3487,1.4
3488,9.6
3489,2.0
3490,63.6
3491,16.8
3492,6.8
3493,5.0
3494,12.2
3495,1.0
3496,10.0
3497,8.4
3498,9.0
3499,17.6
3500,2.0
3501,4.6
3502,3.0
3503,1.0
3504,27.0
3505,9.4
3506,6.0
3507,4.0
3508,2.0
3509,30.2
3510,2.0
3511,7.4
3512,81.4
3513,1.0
3514,8.2
3515,4.4
3516,2.0
3517,18.4
3518,74.6
3519,1.8
3520,1.6
3521,4.8
3522,5.6
3523,1.8
3524,2.0
3525,1.8
3526,1.0
3527,2.8
3528,1.0
3529,7.6
3530,2.0
3531,8.6
3532,4.6
3533,2.0
3534,14.6
3535,4.0
3536,9.0
3537,1.0
3538,2.0
3539,9.4
3540,22.4
3541,1.0
3542,4.0
3543,1.0
3544,1.0
3545,3.4
3546,3.0
3547,5.0
3548,2.0
3549,8.8
3550,3.8
3551,1.0
3552,5.0
3553,9.4
3554,3.8
3555,2.0
3556,6.0
3557,1.0
3558,12.0
3559,8.2
3560,6.4
3561,0.0
3562,10.4
3563,27.4
3564,15.2
3565,3.0
3566,1.0
3567,1.0
3568,0.0
3569,1.8
3570,4.0
3571,16.8
3572,15.2
3573,2.6
3574,1.0
3575,2.0
3576,4.0
3577,138.4
3578,9.6
3579,10.8
3580,3.2
3581,7.0
3582,1.0
3583,1.0
3584,1.8
3585,7.8
3586,11.4
3587,3.6
3588,1.0
3589,1.0
3590,5.8
3591,1.0
3592,55.2
3593,3.8
3594,1.0
3595,5.6
3596,24.2
3597,1.0
3598,0.0
3599,3.8
3600,19.0
3601,3.0
3602,12.8
3603,8.0
3604,4.8
3605,2.0
3606,5.2
3607,5.0
3608,3.0
3609,3.0
3610,1.0
3611,1.0
3612,2.4
3613,30.0
3614,1.0
3615,8.0
3616,10.0
3617,2.0
3618,14.0
3619,1.0
3620,7.6
3621,3.0
3622,1.0
3623,2.0
3624,21.0
3625,26.0
3626,1.0
3627,4.0
3628,3.0
3629,2.75
3630,5.4
3631,1.0
3632,1.8
3633,51.4
3634,2.8
3635,2.0
3636,4.0
3637,6.6
3638,1.0
3639,3.6
3640,1.0
3641,2.0
3642,25.4
3643,1.0
3644,0.0
3645,3.4
3646,1.0
3647,2.0
3648,3.0
3649,3.2
3650,10.4
3651,1.0
3652,4.8
3653,4.8
3654,8.2
3655,5.0
3656,2.6
3657,1.0
3658,1.0
3659,1.0
3660,54.2
3661,2.6
3662,2.0
3663,9.4
3664,1.0
3665,2.0
3666,0.0
3667,4.0
3668,9.0
3669,1.0
3670,0.0
3671,134.2
3672,6.0
3673,52.6
3674,9.0
3675,2.0
3676,8.8
3677,11.2
3678,4.8
3679,1.0
3680,25.2
3681,57.6
3682,20.0
3683,1.0
3684,3.0
3685,5.8
3686,23.4
3687,1.0
3688,8.0
3689,1.4
3690,2.4
3691,1.2
3692,1.0
3693,1.0
3694,4.0
3695,1.2
3696,5.0
3697,7.6
3698,2.0
3699,16.8
3700,2.2
3701,2.0
3702,2.0
3703,1.5
3704,2.6
3705,1.0
3706,3.8
3707,6.6
3708,13.4
3709,10.0
3710,2.0
3711,2.8
3712,1.0
3713,1.0
3714,1.0
3715,6.0
3716,1.0
3717,14.0
3718,6.8
3719,98.4
3720,24.0
3721,65.6
3722,1.0
3723,1.0
3724,5.6
3725,1.0
3726,24.0
3727,32.0
3728,1.0
3729,2.0
3730,2.0
3731,1.0
3732,11.8
3733,36.8
3734,4.8
3735,7.6
3736,4.8
3737,2.0
3738,0.0
3739,1.0
3740,1.0
3741,2.0
3742,13.0
3743,6.0
3744,18.8
3745,1.8
3746,1.0
3747,2.0
3748,2.6
3749,2.0
3750,9.8
3751,5.8
3752,30.0
3753,1.6
3754,2.0
3755,2.6
3756,25.2
3757,6.0
3758,4.0
3759,3.0
3760,1.0
3761,1.0
3762,11.8
3763,1.0
3764,5.0
3765,1.4
3766,2.0
3767,12.2
3768,6.0
3769,1.0
3770,6.0
3771,3.0
3772,1.0
3773,1.6
3774,1.0
3775,3.8
3776,1.8
3777,4.8
3778,1.0
3779,3.8
3780,2.0
3781,34.0
3782,3.0
3783,2.0
3784,1.0
3785,5.0
3786,10.8
3787,2.0
3788,1.0
3789,1.2
3790,11.4
3791,6.0
3792,9.8
3793,2.8
3794,15.6
3795,1.6
3796,6.4
3797,2.0
3798,37.5
3799,2.0
3800,1.0
3801,2.6
3802,1.0
3803,3.0
3804,2.8
3805,23.0
3806,25.6
3807,31.0
3808,9.8
3809,3.0
3810,1.0
3811,3.8
3812,1.0
3813,9.0
3814,5.0
3815,2.0
3816,10.4
3817,3.0
3818,3.0
3819,10.0
3820,0.0
3821,6.8
3822,4.8
3823,3.0
3824,4.0
3825,11.0
3826,16.6
3827,1.0
3828,4.4
3829,2.0
3830,20.4
3831,3.0
3832,1.6
3833,2.0
3834,10.2
3835,1.0
3836,1.8
3837,1.0
3838,4.0
3839,7.0
3840,5.6
3841,1.0
3842,1.0
3843,2.0
3844,6.8
3845,13.4
3846,2.0
3847,1.0
3848,2.6
3849,6.0
3850,1.0
3851,9.8
3852,1.8
3853,14.8
3854,2.0
3855,5.0
3856,11.0
3857,1.2
3858,1.0
3859,5.8
3860,2.2
3861,1.0
3862,16.8
3863,2.0
3864,3.8
3865,9.8
3866,1.0
3867,21.6
3868,6.6
3869,1.0
3870,3.0
3871,11.6
3872,2.0
3873,5.0
3874,2.8
3875,3.8
3876,3.6
3877,3.0
3878,1.0
3879,8.0
3880,16.2
3881,0.0
3882,3.0
3883,4.0
3884,25.2
3885,17.6
3886,2.0
3887,4.0
3888,5.0
3889,3.8
3890,12.25
3891,1.5
3892,1.0
3893,1.0
3894,1.6
3895,16.6
3896,1.0
3897,1.0
3898,4.0
3899,12.6
3900,3.0
3901,6.0
3902,8.4
3903,22.4
3904,14.4
3905,4.0
3906,1.0
3907,0.0
3908,7.2
3909,4.0
3910,4.8
3911,4.6
3912,18.2
3913,0.0
3914,0.0
3915,15.0
3916,8.0
3917,5.8
3918,2.0
3919,33.2
3920,6.0
3921,2.0
3922,2.0
3923,44.2
3924,12.0
3925,0.0
3926,1.4
3927,1.0
3928,12.4
3929,1.0
3930,4.4
3931,1.0
3932,9.6
3933,2.8
3934,16.2
3935,1.0
3936,1.0
3937,12.8
3938,11.8
3939,7.0
3940,0.0
3941,1.0
3942,1.0
3943,15.8
3944,3.0
3945,13.4
3946,5.0
3947,4.0
3948,46.6
3949,2.0
3950,1.0
3951,66.6
3952,0.0
3953,2.2
3954,5.0
3955,1.8
3956,28.2
3957,1.0
3958,2.0
3959,1.0
3960,3.0
3961,10.0
3962,5.0
3963,7.4
3964,2.6
3965,0.0
3966,2.8
3967,17.6
3968,14.6
3969,10.6
3970,1.0
3971,18.2
3972,13.8
3973,7.0
3974,23.0
3975,12.2
3976,36.4
3977,2.6
3978,2.0
3979,3.2
3980,4.8
3981,5.6
3982,1.0
3983,18.0
3984,9.8
3985,8.4
3986,1.0
3987,2.0
3988,20.2
3989,19.2
3990,1.0
3991,29.4
3992,3.0
3993,11.0
3994,12.0
3995,33.2
3996,0.0
3997,5.4
3998,1.0
3999,5.0
4000,4.4
4001,5.0
4002,14.6
4003,10.4
4004,1.0
4005,6.4
4006,6.0
4007,19.2
4008,1.0
4009,1.8
4010,31.0
4011,1.0
4012,3.0
4013,16.5
4014,0.0
4015,0.0
4016,1.0
4017,1.0
4018,1.0
4019,1.8
4020,1.0
4021,2.0
4022,19.0
4023,2.8
4024,3.0
4025,6.6
4026,4.0
4027,9.4
4028,2.0
4029,5.0
4030,1.0
4031,1.2
4032,1.5
4033,39.8
4034,1.0
4035,2.0
4036,1.0
4037,5.6
4038,3.0
4039,1.0
4040,3.0
4041,11.0
4042,1.0
4043,18.0
4044,7.0
4045,1.6
4046,6.4
4047,1.0
4048,10.4
4049,18.6
4050,9.0
4051,0.0
4052,3.0
4053,3.0
4054,181.8
4055,1.0
4056,1.0
4057,2.8
4058,1.0
4059,2.0
4060,3.0
4061,1.0
4062,9.0
4063,6.2
4064,2.0
4065,2.0
4066,0.0
4067,7.6
4068,21.0
4069,2.0
4070,4.0
4071,1.0
4072,1.0
4073,1.0
4074,7.0
4075,1.6
4076,6.8
4077,6.6
4078,7.0
4079,1.0
4080,1.0
4081,1.0
4082,5.0
4083,3.0
4084,1.0
4085,5.6
4086,1.0
4087,2.8
4088,1.0
4089,12.0
4090,13.2
4091,2.0
4092,10.6
4093,2.8
4094,4.8
4095,1.0
4096,25.4
4097,4.5
4098,5.0
4099,3.0
4100,1.8
4101,2.0
4102,10.8
4103,32.6
4104,1.0
4105,3.0
4106,2.0
4107,27.0
4108,6.2
4109,2.0
4110,2.0
4111,1.0
4112,2.0
4113,7.6
4114,1.0
4115,6.0
4116,7.0
4117,11.2
4118,16.4
4119,1.0
4120,5.6
4121,2.6
4122,3.0
4123,13.8
4124,2.6
4125,2.8
4126,1.0
4127,1.0
4128,2.0
4129,0.0
4130,1.0
4131,6.0
4132,2.0
4133,5.4
4134,2.0
4135,24.0
4136,0.0
4137,3.0
