,IC
581,2.40645562
582,2.40645562
583,1.33557294
584,2.62591502
585,2.6502914600000005
586,1.71778686
587,2.0046199
588,1.33557294
589,2.0046199
590,0.0
591,2.33509672
592,3.2472379600000005
593,2.54749194
594,1.71778686
595,3.48993776
596,2.9275258
597,3.2697734000000005
598,2.9121136
599,1.7177866800000001
600,2.36467792
601,3.2265493999999997
602,3.53090794
603,3.25733776
604,1.33557294
605,3.7843993999999994
606,2.12645946
607,1.71778686
608,1.33557294
609,1.33557294
610,1.33557294
611,2.55804484
612,1.33557294
613,1.33557294
614,3.5990978199999994
615,3.766449675
616,3.43635868
617,2.83084224
618,1.7177866800000001
619,0.0
620,0.0
621,2.13864634
622,1.7177866800000001
623,3.48220356
624,3.70657616
625,2.49433402
626,1.64161194
627,1.33557294
628,1.7177866800000001
629,3.81227562
630,2.0046199
631,1.33557294
632,2.86610166
633,2.84378952
634,2.81016184
635,2.5725199200000004
636,3.53712126
637,2.0046199
638,1.6412371999999997
639,3.72164978
640,3.1855661
641,0.0
642,1.33557294
643,1.71778686
644,2.47189462
645,3.42318208
646,1.64120974
647,1.8777590200000003
648,1.33557294
649,2.4942496
650,2.40645562
651,1.73725898
652,1.33557294
653,3.00973144
654,0.0
655,3.00973144
656,2.40645562
657,0.0
658,1.5650350000000002
659,2.3351903199999997
660,2.5849303600000004
661,1.33557294
662,1.9511758000000001
663,1.9474992
664,1.5650350000000002
665,3.4327045400000005
666,2.0046199
667,2.56143534
668,1.7177866800000001
669,1.33557294
670,1.7177866800000001
671,1.7752753399999999
672,1.7177866800000001
673,0.0
674,1.33557294
675,3.55311514
676,2.67452132
677,1.7177866800000001
678,3.49347282
679,3.684372619999999
680,1.7177866800000001
681,1.33557294
682,0.0
683,2.7776656199999996
684,2.22781752
685,3.00973144
686,1.9474992
687,2.67452136
688,1.9471314199999998
689,2.75721798
690,2.0046199
691,1.33557294
692,3.53171866
693,3.52788258
694,1.7177866800000001
695,1.33557294
696,0.0
697,2.22781752
698,0.0
699,1.7177866800000001
700,3.7470078400000006
701,2.40645552
702,2.40645562
703,1.7177866800000001
704,3.0958783
705,0.0
706,3.71567268
707,1.8329871199999999
708,3.4145086399999998
709,2.0046199
710,2.22781752
711,3.21806232
712,2.49424964
713,3.65661234
714,3.4128335
715,1.336085625
716,3.62670156
717,2.7330462399999997
718,3.64590448
719,2.22781752
720,1.9474992
721,2.40645552
722,3.2894975000000004
723,2.82768876
724,3.5762346199999997
725,2.92752566
726,1.33531645
727,1.33557294
728,3.10875306
729,0.0
730,3.3039760800000004
731,2.55264034
732,1.7177866800000001
733,3.1456581799999994
734,3.2001829199999996
735,1.7177866800000001
736,1.71778686
737,1.33557294
738,2.22781752
739,2.0046199
740,1.4121499400000002
741,3.1934005
742,1.33531645
743,1.5650350000000002
744,2.7834001400000004
745,1.33557294
746,2.58588402
747,0.0
748,3.60502818
749,2.18348308
750,3.61916776
751,1.7177866800000001
752,3.0224703
753,2.40645552
754,3.307718
755,2.5190148
756,3.12998386
757,1.7177866800000001
758,1.9471313
759,2.22781752
760,3.5419607400000004
761,1.33557294
762,1.7177866800000001
763,2.73252354
764,2.0493682399999997
765,1.74384892
766,2.37099378
767,3.26324776
768,2.4357758600000006
769,2.76993072
770,0.0
771,3.55286216
772,3.7136280800000003
773,2.44384044
774,1.5650350000000002
775,2.55264044
776,2.67452132
777,1.33557294
778,1.64120974
779,3.2288922199999996
780,1.33557294
781,1.336290175
782,2.22781752
783,3.57021576
784,3.1678312399999995
785,0.0
786,2.6500726400000003
787,1.33557294
788,3.06926144
789,2.18348308
790,2.0046199
791,1.33557294
792,1.7177866800000001
793,1.33557294
794,3.5595394999999996
795,2.18306918
796,1.33557294
797,1.33557294
798,0.0
799,0.0
800,1.33557294
801,1.73725898
802,2.67452132
803,1.33557294
804,3.1528836
805,2.29042336
806,1.718974
807,1.9475962799999997
808,1.7177866800000001
809,2.13875738
810,1.33557294
811,1.33557294
812,2.83066934
813,1.527229775
814,1.33557294
815,1.33557294
816,1.7177866800000001
817,2.37099382
818,2.5233201999999997
819,1.33557294
820,2.22781752
821,2.7364730799999997
822,2.7571663200000005
823,2.6502914600000005
824,1.33557294
825,3.04302232
826,3.76309708
827,3.2842621800000003
828,2.0046199
829,2.0046199
830,1.64161194
831,0.0
832,2.0046199
833,1.7177866800000001
834,1.526856
835,1.3362562666666669
836,2.22781752
837,2.52363668
838,1.33557294
839,1.33557294
840,1.33557294
841,2.67452132
842,2.69185396
843,0.0
844,1.56517038
845,3.47958134
846,1.64120974
847,3.02483452
848,2.0046199
849,1.33557294
850,1.33557294
851,1.33557294
852,2.55264044
853,1.718974
854,2.5233201999999997
855,1.64172
856,2.2548419799999997
857,2.48817488
858,3.1754012000000005
859,2.62584278
860,0.0
861,2.37099382
862,0.0
863,1.6232869749999999
864,2.9427032200000003
865,1.33557294
866,2.22781752
867,2.64660826
868,2.22781752
869,1.4638845
870,2.49433382
871,2.52356978
872,2.6500726400000003
873,2.9916207999999997
874,1.7177866800000001
875,1.7177866800000001
876,1.33557294
877,3.34914622
878,2.22781752
879,3.6865338999999997
880,2.62122094
881,3.2493257
882,1.5650350000000002
883,2.9256158599999997
884,1.7186343750000002
885,1.41174768
886,1.33557294
887,1.9923446199999997
888,1.9471313599999998
889,2.94991858
890,1.7177866800000001
891,2.69167272
892,2.0046199
893,2.40645552
894,2.92723002
895,2.0493682399999997
896,1.7177866800000001
897,2.3706335400000005
898,3.14040032
899,2.0046199
900,1.7177866800000001
901,3.11416404
902,3.5772491000000004
903,2.82587452
904,2.7367188400000004
905,3.21994306
906,2.22781752
907,1.5650350000000002
908,1.33557294
909,1.73751508
910,1.7177866800000001
911,3.1532478000000004
912,2.08918628
913,1.8901313800000001
914,2.0046199
915,3.66141016
916,3.2103456
917,1.33557294
918,2.6930609600000004
919,3.2543047800000005
920,3.5204383999999997
921,2.52296354
922,1.33557294
923,1.71778686
924,3.33923512
925,1.33557294
926,1.73751508
927,1.7177866800000001
928,1.7748103
929,3.4011478600000005
930,2.4682891199999997
931,1.8901313800000001
932,2.0046198399999997
933,3.5942564000000004
934,2.11731524
935,1.7177866800000001
936,3.43692852
937,0.0
938,3.3980628499999996
939,2.82766412
940,1.64172
941,2.90866048
942,1.9475962799999997
943,3.44479482
944,2.0046199
945,1.7177866800000001
946,2.49433382
947,2.13864634
948,2.13875742
949,2.0046199
950,2.00461994
951,1.33557294
952,3.3097165000000004
953,2.8103946
954,3.41985028
955,3.5561906800000003
956,2.00461994
957,3.2842621800000003
958,1.33557294
959,1.33557294
960,3.42203564
961,3.15936116
962,2.29067378
963,1.7177866800000001
964,3.0994501400000005
965,3.0534687999999996
966,1.33557294
967,3.16868122
968,3.1984244600000005
969,1.33557294
970,2.87033724
971,1.33557294
972,3.4547833199999998
973,3.00973132
974,1.5650350000000002
975,2.3709187
976,1.33557294
977,1.33557294
978,3.1342359
979,3.48576518
980,2.6176045
981,3.56613694
982,3.4060238999999997
983,2.9275258
984,1.336290175
985,1.7560659
986,2.94060902
987,0.0
988,2.22781752
989,3.00816654
990,2.65034958
991,2.9427032200000003
992,1.33557294
993,2.67452132
994,2.7776656199999996
995,2.40645552
996,1.7177866800000001
997,3.50073118
998,1.33557294
999,1.33557294
1000,1.7177866800000001
1001,2.00461994
1002,1.33557294
1003,1.7177866800000001
1004,1.71778686
1005,1.9475962799999997
1006,3.48618182
1007,3.37617712
1008,0.0
1009,0.0
1010,0.0
1011,1.3365989
1012,2.7749623800000003
1013,2.55264044
1014,1.81914474
1015,3.1005988
1016,2.00461994
1017,1.33557294
1018,1.9475962799999997
1019,2.8485747599999995
1020,2.0046199
1021,1.33557294
1022,1.33557294
1023,2.90823178
1024,3.21189064
1025,2.40645552
1026,3.31611008
1027,1.3350605500000001
1028,3.2010254
1029,1.7748103400000002
1030,2.22781752
1031,1.3362562666666669
1032,1.33557294
1033,1.7177866800000001
1034,1.7177866800000001
1035,1.33557294
1036,1.33557294
1037,1.4882165600000001
1038,1.7177866800000001
1039,2.881473
1040,2.22781752
1041,3.3713029
1042,1.87704718
1043,2.77766546
1044,2.39965588
1045,3.24874034
1046,2.2189139
1047,1.336290175
1048,1.33557294
1049,3.105134
1050,3.35613818
1051,3.00973132
1052,3.1716847199999996
1053,1.7177866800000001
1054,3.5787362599999994
1055,1.7177866800000001
1056,2.00461994
1057,1.7177866800000001
1058,2.1256269199999998
1059,2.6708966400000005
1060,1.336085625
1061,3.64353464
1062,2.00461994
1063,2.00461994
1064,1.9471314
1065,1.71778686
1066,2.40645562
1067,1.33557294
1068,2.55264044
1069,2.00461994
1070,1.33557294
1071,3.74965214
1072,1.9475962799999997
1073,0.0
1074,3.6535615
1075,1.71778686
1076,1.336290175
1077,3.1787857799999997
1078,3.35383632
1079,2.4874981199999997
1080,1.7177866800000001
1081,1.33531645
1082,0.0
1083,2.87404222
1084,2.81028586
1085,1.33557294
1086,1.71778672
1087,1.33557294
1088,2.0046199
1089,2.22781752
1090,1.71778672
1091,1.71778672
1092,2.22781752
1093,2.62584278
1094,3.2417497600000003
1095,1.8900107
1096,2.45871278
1097,0.0
1098,1.8323959200000002
1099,1.7177866800000001
1100,2.5235698799999997
1101,2.0046198399999997
1102,3.19416406
1103,1.64120978
1104,1.7177866800000001
1105,1.335914533333333
1106,3.11721408
1107,1.33557294
1108,1.335914533333333
1109,2.49433402
1110,1.33557294
1111,1.33557294
1112,1.5650350000000002
1113,2.5235698799999997
1114,3.25328308
1115,1.71778686
1116,1.7177866800000001
1117,3.2312494800000002
1118,2.67452132
1119,2.77766546
1120,2.22781752
1121,3.62922644
1122,1.71778672
1123,3.8430104799999993
1124,2.40645562
1125,2.22781752
1126,2.49433382
1127,3.7642373
1128,2.85820286
1129,1.33557294
1130,3.1538336400000007
1131,1.7177866800000001
1132,1.33557294
1133,1.33557294
1134,3.2842621800000003
1135,2.00461994
1136,1.33557294
1137,1.8900106599999997
1138,1.81358176
1139,2.4359432200000004
1140,1.9471314
1141,1.56517042
1142,1.33557294
1143,3.58997816
1144,1.8901313800000001
1145,3.2493257
1146,2.90286476
1147,1.33557294
1148,2.99463976
1149,1.71778686
1150,2.00461994
1151,2.55264044
1152,3.3626463750000006
1153,1.33557294
1154,2.98090862
1155,2.298956
1156,1.33557294
1157,2.8888944000000003
1158,1.33557294
1159,1.33557294
1160,2.92752566
1161,1.7177866800000001
1162,2.8485746999999995
1163,1.71778686
1164,1.64120974
1165,1.33557294
1166,3.0572606199999997
1167,1.64123706
1168,1.71778672
1169,1.33557294
1170,3.60351462
1171,2.7365377000000004
1172,0.0
1173,1.8900107
1174,2.5967722
1175,0.0
1176,2.40645552
1177,3.30270388
1178,1.9475962799999997
1179,2.40645562
1180,2.37099382
1181,1.71778686
1182,2.22781752
1183,2.22781752
1184,1.33557294
1185,2.12558064
1186,2.00461994
1187,3.06471944
1188,2.88127918
1189,2.0046199
1190,3.06899752
1191,1.71778672
1192,3.64547414
1193,1.33531645
1194,1.9474992
1195,3.34933846
1196,2.00461994
1197,1.33557294
1198,2.7569723799999997
1199,2.6503496199999996
1200,1.33557294
1201,3.06778578
1202,2.67452132
1203,2.8888945600000002
1204,1.64120978
1205,3.2340722
1206,2.38681684
1207,2.00461994
1208,3.19716568
1209,1.64120978
1210,1.33557294
1211,3.3823324799999996
1212,2.00461994
1213,1.33557294
1214,1.9474992
1215,2.37099382
1216,3.2236875599999997
1217,2.42306872
1218,1.33557294
1219,3.4645414599999995
1220,1.33557294
1221,0.0
1222,1.33557294
1223,0.0
1224,2.00461994
1225,2.2101220400000003
1226,1.33557294
1227,1.8322753199999997
1228,1.33557294
1229,3.6459181000000003
1230,1.71778672
1231,1.33557294
1232,1.71778672
1233,1.8901313800000001
1234,2.18306918
1235,1.33557294
1236,1.3345479500000001
1237,2.40645562
1238,1.668685325
1239,1.48896836
1240,1.3350605500000001
1241,1.33557294
1242,1.33557294
1243,1.56517038
1244,0.0
1245,3.5689688599999996
1246,1.71778672
1247,1.6417200400000003
1248,2.43545934
1249,1.332704
1250,1.33557294
1251,3.10353462
1252,1.7183513666666668
1253,1.33557294
1254,2.86610166
1255,3.40122286
1256,1.48818924
1257,3.21474172
1258,2.4565014599999997
1259,2.00461994
1260,1.33557294
1261,0.0
1262,1.94759624
1263,1.7183513666666668
1264,1.64120974
1265,2.40645562
1266,1.336085625
1267,2.40645552
1268,2.6879313999999996
1269,3.3098081
1270,2.00461994
1271,2.86610162
1272,3.10655355
1273,2.49433392
1274,3.5003997399999998
1275,1.33557294
1276,1.33557294
1277,1.7563292800000003
1278,1.71778672
1279,2.9273319
1280,1.71778672
1281,1.3345479500000001
1282,2.22781752
1283,1.71778672
1284,1.3362562666666669
1285,3.31456976
1286,1.7177866800000001
1287,2.45853042
1288,2.18306918
1289,3.2008360799999998
1290,1.33557294
1291,1.33557294
1292,1.3350605500000001
1293,3.21583616
1294,2.48803306
1295,2.40645552
1296,3.5485951400000006
1297,2.37065212
1298,1.33557294
1299,2.55264034
1300,2.52363668
1301,0.0
1302,0.0
1303,1.33557294
1304,1.3365989
1305,1.33557294
1306,0.0
1307,0.0
1308,0.0
1309,1.71778672
1310,1.33531645
1311,1.336290175
1312,2.55264034
1313,3.23407214
1314,2.00461994
1315,2.55264034
1316,2.86610162
1317,2.89664052
1318,1.33557294
1319,1.8771443
1320,3.63456884
1321,2.40645552
1322,1.33557294
1323,1.69920854
1324,2.22781752
1325,3.07155318
1326,2.22781752
1327,1.3365989
1328,2.0046199
1329,2.97631936
1330,3.2826045600000002
1331,3.86957008
1332,2.46524582
1333,3.31611008
1334,3.08617322
1335,2.603566
1336,1.9475963
1337,3.3947145
1338,0.0
1339,3.1489447
1340,3.3555398
1341,2.55264034
1342,1.33557294
1343,2.40645562
1344,1.33557294
1345,2.0046199
1346,2.94270344
1347,2.8101618000000004
1348,3.4166969600000003
1349,2.0046199
1350,2.2996535000000002
1351,3.00973144
1352,2.00461994
1353,1.3362562666666669
1354,1.71778672
1355,2.91216458
1356,1.64161194
1357,3.12160354
1358,0.0
1359,2.0046199
1360,1.7177866800000001
1361,1.336290175
1362,3.18477488
1363,1.7177866800000001
1364,1.33531645
1365,1.8901313800000001
1366,2.3709187600000003
1367,2.3258851
1368,1.71778672
1369,2.99488948
1370,2.18348312
1371,1.71778686
1372,2.86610162
1373,1.48818924
1374,0.0
1375,2.92752566
1376,1.7630031000000002
1377,3.06510556
1378,1.33557294
1379,2.26362098
1380,2.6502914600000005
1381,2.18339468
1382,3.79428938
1383,3.65852498
1384,1.9471314
1385,2.00461994
1386,2.09400908
1387,0.0
1388,1.33557294
1389,1.33557294
1390,1.64120974
1391,2.40645562
1392,3.5093312400000003
1393,2.18348308
1394,2.77766546
1395,2.66239302
1396,3.3955427
1397,1.33557294
1398,1.33557294
1399,2.22781752
1400,3.1238033
1401,1.336290175
1402,2.9030027800000004
1403,2.00461994
1404,2.9273319
1405,1.7177866800000001
1406,2.7776656199999996
1407,1.33557294
1408,3.5101659400000003
1409,2.55264034
1410,3.67754748
1411,2.18339468
1412,3.64689864
1413,2.40645562
1414,1.7177866800000001
1415,0.0
1416,3.7316278599999997
1417,1.8323959600000002
1418,3.0804382400000003
1419,1.33557294
1420,2.71210318
1421,2.21928658
1422,1.9922475800000001
1423,3.72901896
1424,3.3968593599999997
1425,2.3351903199999997
1426,1.33557294
1427,3.18800796
1428,2.00461994
1429,2.7749517
1430,3.8687814400000002
1431,3.07224316
1432,0.0
1433,0.0
1434,1.71778672
1435,2.40645562
1436,2.4430347
1437,2.33545696
1438,2.22781752
1439,2.13875742
1440,3.5733069199999994
1441,1.62205862
1442,3.50471532
1443,2.75721798
1444,1.336290175
1445,2.08519036
1446,1.336290175
1447,1.71778672
1448,1.9471550400000002
1449,3.2678283200000005
1450,0.0
1451,2.98127686
1452,2.49433402
1453,1.71778672
1454,0.0
1455,0.0
1456,3.6252761
1457,2.57708908
1458,1.33531645
1459,2.99627994
1460,3.7192648200000002
1461,2.00461994
1462,3.1005233
1463,1.71778672
1464,1.33480425
1465,1.33557294
1466,3.7434608
1467,3.5032964800000004
1468,3.5930793800000003
1469,2.00461994
1470,0.0
1471,1.33557294
1472,3.80237524
1473,3.33118002
1474,3.52805944
1475,1.71778672
1476,1.33557294
1477,1.336085625
1478,1.336290175
1479,1.33557294
1480,1.33557294
1481,1.33557294
1482,0.0
1483,1.33557294
1484,2.22781752
1485,0.0
1486,1.8322751999999998
1487,1.77527522
1488,2.5726146
1489,1.81379414
1490,3.42836906
1491,3.00973144
1492,2.67452136
1493,0.0
1494,1.6417200400000003
1495,1.71778672
1496,2.3258852000000005
1497,1.9474992400000002
1498,1.33557294
1499,3.5425871
1500,2.5614494599999995
1501,3.5925534
1502,3.62916226
1503,2.22781752
1504,2.35619064
1505,2.22781752
1506,2.29908282
1507,2.9239216400000005
1508,2.18339468
1509,2.52363652
1510,1.69910052
1511,1.33557294
1512,2.40645562
1513,2.12645946
1514,1.33557294
1515,3.0322134800000002
1516,0.0
1517,1.71778672
1518,1.56517042
1519,3.7713566399999996
1520,3.33738526
1521,3.8199613599999998
1522,2.4938326
1523,3.15288354
1524,1.71778672
1525,1.33557294
1526,2.65007262
1527,2.22781752
1528,2.9095876400000003
1529,2.55264044
1530,1.71778672
1531,1.56506236
1532,1.336290175
1533,1.33557294
1534,1.71778672
1535,1.7177866800000001
1536,1.33557294
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,3.04398372
1542,1.33557294
1543,0.0
1544,0.0
1545,0.0
1546,2.13875742
1547,3.05711118
1548,2.40645552
