ID,SC,DC,EC,IC,LAC,BC,NC
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,2.0190177,1,7.41E-06,1.2706993,0,0,0
9,25.830856,4,0.000186,2.0527203,2.5,0.4,3.3333333
10,0,0,0,0,0,0,0
11,184.03053,2,0.000952,1.6118305,0,711.3274,0
12,0,0,0,0,0,0,0
13,324.0994,3,0.000331,1.8617685,0.6666667,2842.777,1
14,441.22092,4,0.001501104,2.0527203,0,5026.6113,0
15,1.7106209,1,7.32E-06,1.2706993,0,0,0
16,788.79004,7,0.002069119,2.425997,1.1428572,4082.9917,1.3666667
17,0,0,0,0,0,0,0
18,104.83483,2,0.000877,1.6118305,0,914.78687,0
19,0,0,0,0,0,0,0
20,6393.6743,5,0.005950966,2.2033992,1.2,555.2946,1.5
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,1676.2328,4,0.001956151,2.0527203,0,7091.429,0
24,62.689156,2,0.000687,1.6118305,0,355.97708,0
25,9046.073,8,0.007336955,2.5105417,1.75,9573.012,2
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,5377.2935,4,0.005132343,2.0527203,0.5,4518.1733,0.6666667
29,0,0,0,0,0,0,0
30,4.38934,2,0.0001,1.6118305,0,797.8741,0
31,28.961494,2,0.000316,1.6118305,1,0,2
32,7.506962,1,0.000159,1.2706993,0,0,0
33,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
35,17831.346,3,0.01147372,1.8617685,0,9228.389,0
36,15047.21,19,0.007297603,2.9651327,2.9473684,26863.504,6.5916667
37,9.757267,1,0.000166,1.2706993,0,0,0
38,0,0,0,0,0,0,0
39,323.8861,3,0.001224698,1.8617685,0,1249.9343,0
40,84241.89,12,0.025878068,2.7460804,1.3333334,8995.942,1.5584415
41,4912.57,4,0.006110461,2.0527203,0.5,5235.0317,0.6666667
42,0,0,0,0,0,0,0
43,3405.1887,6,0.002962551,2.3252978,1,2862.7012,1.3333334
44,8807.121,14,0.006802854,2.825598,0.71428573,36802.13,1.2820513
45,0,0,0,0,0,0,0
46,94587.33,18,0.025717994,2.9422126,7.5555553,18408.045,11.913452
47,69.25708,1,0.000647,1.2706993,0,0,0
48,4269.017,12,0.004840588,2.7460804,0.8333333,43004.637,2.7818182
49,202.93324,1,0.001105713,1.2706993,0,0,0
50,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
52,9.322911,4,0.000102,2.0527203,0,10047.579,0
53,0,0,0,0,0,0,0
54,51.28079,5,0.000359,2.2033992,1.6,2157.0295,2.5833333
55,1.8842167,1,2.07E-05,1.2706993,0,0,0
56,2.3457913,2,2.77E-06,1.6118305,0,6226,0
57,7983.2983,6,0.007833792,2.3252978,0,7075.766,0
58,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0
