ID,SC,DC,EC,IC,LAC,BC,NC
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,263.06094,2,0.002346782,1.6030244,1,0,2
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,1.9145721,1,2.28E-05,1.2652165,0,0,0
9,186.83423,5,0.001862448,2.1869833,2.4,3675.8455,3
10,0,0,0,0,0,0,0
11,255.9839,2,0.001968161,1.6030244,0,744.0146,0
12,0,0,0,0,0,0,0
13,207.73206,3,0.00083,1.8500311,0.6666667,1754.2096,1
14,330.2241,5,0.002691377,2.1869833,0,10745.311,0
15,1.9937255,1,3.82E-05,1.2652165,0,0,0
16,843.5587,8,0.004692507,2.489256,1,10129.425,1.25
17,0,0,0,0,0,0,0
18,46.37691,2,0.001149852,1.6030244,0,1107.3439,0
19,139.07378,1,0.001681582,1.2652165,0,0,0
20,3797.2605,5,0.009078993,2.1869833,0.8,621.67395,1
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,2151.11,4,0.004932314,2.038465,0,5517.4995,0
24,2496.9436,3,0.006815851,1.8500311,0,5042.73,0
25,7064.5083,8,0.012838441,2.489256,1.75,7416.6045,2.0714285
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,3053.7866,3,0.007275586,1.8500311,0.6666667,3276.6206,1
29,634.62854,1,0.004613936,1.2652165,0,0,0
30,3.5641491,2,0.000163,1.6030244,0,334.2942,0
31,23.027313,2,0.000556,1.6030244,1,0,2
32,9.191583,1,0.00038,1.2652165,0,0,0
33,2508.2593,5,0.009370243,2.1869833,0,2018.6666,0
34,0,0,0,0,0,0,0
35,3849.9,3,0.008482153,1.8500311,0,6086.659,0
36,21214.25,20,0.02198955,2.9561589,2.9,40704.15,6.2684255
37,3.7781327,1,0.000183,1.2652165,0,0,0
38,0,0,0,0,0,0,0
39,121.16123,3,0.001319249,1.8500311,0,863.47766,0
40,2.1650903,1,0.000101,1.2652165,0,0,0
41,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0
43,4650.471,4,0.009004305,2.038465,1.5,176.75754,2
44,6234.271,13,0.011607072,2.7618883,0.61538464,35954.863,1.7575758
45,0,0,0,0,0,0,0
46,4596.5835,15,0.008353394,2.8316796,4.9333334,19510.443,7.840565
47,0,0,0,0,0,0,0
48,11217.491,14,0.019129865,2.7986674,0.71428573,53413.055,2.920513
49,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
52,7.2882504,2,0.000245,1.6030244,0,1353.63,0
53,0,0,0,0,0,0,0
54,76.37946,5,0.0010369,2.1869833,1.6,2219.4448,2.5
55,1.868364,1,4.49E-05,1.2652165,0,0,0
56,2.8013198,2,1.93E-05,1.6030244,0,6256,0
57,159.40388,3,0.002136422,1.8500311,0,6338.112,0
58,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0
