,L8N
717,1.1520833375000001
718,1.1919192466666666
719,2.0
720,0.0
721,3.3333333333333335
722,0.0
723,0.094742065
724,1.1624562875
725,0.0
726,0.0
727,0.0
728,0.3611111116666667
729,0.0
730,0.47727273800000003
731,0.5142857142857143
732,0.0
733,0.1
734,1.1253968357142858
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.51942641625
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.16666667
749,0.0
750,1.5207062000000002
751,0.0
752,0.0
753,1.2
754,0.8412698999999999
755,0.0
756,0.83333335
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.13333334
766,0.7809523857142857
767,1.375
768,0.6047619142857142
769,0.0
770,0.0
771,1.7272726999999999
772,3.2992006666666662
773,0.0
774,0.0
775,0.7541666674999999
776,0.9619047625000001
777,0.0
778,0.0
779,0.32709236
780,0.0
781,0.0
782,0.0
783,1.3610119175
784,0.0
785,0.0
786,0.7111111166666667
787,0.0
788,1.1333333333333333
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.434910485
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.9761905000000001
803,0.0
804,0.083333335
805,0.0
806,0.0
807,0.0
808,0.0
809,0.6111111333333333
810,0.0
811,0.0
812,1.13333336
813,0.0
814,0.0
815,0.0
816,0.0
817,0.641666675
818,0.0
819,0.0
820,0.0
821,1.92
822,0.2761904771428571
823,0.0
824,0.0
825,0.0
826,0.099038790625
827,1.2175214000000003
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,1.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.5041666675
842,0.48
843,0.0
844,0.0
845,5.739707733333334
846,0.0
847,0.75
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.13333333333333333
855,0.0
856,0.0
857,0.0
858,0.22857143333333332
859,0.0
860,0.0
861,0.2958333375
862,0.0
863,0.0
864,1.6289682875
865,0.0
866,0.7916666875
867,0.13333333333333333
868,0.0
869,0.0
870,2.000000033333333
871,0.333333335
872,1.2
873,0.391111124
874,0.0
875,0.0
876,0.0
877,0.925714292
878,0.0
879,0.7111111333333334
880,0.0
881,3.875
882,0.0
883,0.290178575
884,0.3333333333333333
885,0.0
886,0.0
887,0.0
888,0.5
889,0.24444444666666668
890,0.0
891,0.0
892,0.0
893,0.0
894,3.9165675
895,0.0
896,0.0
897,0.5
898,0.9000000142857143
899,0.0
900,0.0
901,0.0
902,0.5654449887499999
903,0.4
904,0.6375
905,0.5642857199999999
906,0.291666675
907,0.0
908,0.0
909,0.0
910,0.75
911,0.4583333375
912,0.0
913,0.0
914,0.0
915,0.413482355
916,0.31488095499999996
917,0.0
918,1.75
919,0.383838395
920,0.0
921,0.4
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.22518797499999998
930,0.0
931,0.0
932,0.7222222333333334
933,2.3688940566666665
934,0.0
935,0.0
936,0.128888888
937,0.0
938,0.0
939,0.33333334
940,0.0
941,0.0
942,0.4
943,1.3570901375
944,0.0
945,0.0
946,0.6000000125
947,0.4375000125
948,0.0
949,0.0
950,0.0
951,0.0
952,0.18838384333333333
953,1.3866071500000001
954,1.2666667
955,1.0073396875
956,0.0
957,4.5655843875
958,0.0
959,0.0
960,0.50833333125
961,0.7528757171428572
962,0.6666666714285715
963,0.0
964,0.175
965,0.46689343571428565
966,0.0
967,2.3312243
968,0.8333333333333334
969,0.0
970,0.0
971,0.0
972,1.5580952680000002
973,0.4255952475
974,0.0
975,0.0
976,0.0
977,0.0
978,0.25
979,1.0
980,0.0
981,0.81091271625
982,1.76436966875
983,0.26488095875
984,0.0
985,0.0
986,1.8055555875
987,0.0
988,0.0
989,1.4
990,0.3666666666666667
991,3.7646825999999995
992,0.0
993,0.0
994,1.2448979714285713
995,1.6111111333333332
996,0.0
997,0.64368978125
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.3333333333333333
1005,0.0
1006,0.4690114475
1007,0.1725274742857143
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,1.3777777833333333
1014,0.0
1015,0.0729166675
1016,0.0
1017,0.0
1018,0.0
1019,0.14087302
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.47344323428571433
1025,0.0
1026,5.442810366666666
1027,0.0
1028,0.8041937337499999
1029,0.0
1030,0.45238095714285714
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.7678571675
1040,0.0
1041,2.68831174
1042,0.0
1043,1.8095238333333334
1044,0.0
1045,6.357142714285714
1046,0.22222223333333332
1047,0.0
1048,0.0
1049,0.5
1050,0.0
1051,2.4814814833333334
1052,1.14805196
1053,0.5714285714285714
1054,0.10711644375
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.16081484
1062,0.0
1063,0.166666675
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,2.0888888666666667
1069,0.0
1070,0.0
1071,1.5789474
1072,0.0
1073,0.0
1074,2.687739483333333
1075,0.0
1076,0.0
1077,1.5861201337500002
1078,0.7038961071428572
1079,0.83333335
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.5
1085,0.0
1086,0.0
1087,0.0
1088,1.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.26666666666666666
1094,1.7782661814285716
1095,0.0
1096,1.9761904857142858
1097,0.0
1098,0.0
1099,0.0
1100,1.3444444500000001
1101,0.8333333624999999
1102,1.1428572
1103,0.0
1104,0.0
1105,0.0
1106,0.3880952425
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,2.6818182
1115,0.0
1116,0.0
1117,0.16666667
1118,0.6666667
1119,0.0
1120,0.0
1121,0.08901871375
1122,0.0
1123,1.8431373
1124,0.11111111666666666
1125,0.6428571571428571
1126,1.354166675
1127,1.5583445057142857
1128,0.54166667
1129,0.0
1130,0.051282053333333334
1131,0.0
1132,0.0
1133,0.0
1134,2.2931217
1135,0.0
1136,0.0
1137,0.19047619999999998
1138,0.0
1139,0.3666666714285714
1140,1.0
1141,0.5
1142,0.0
1143,0.4793815771428571
1144,0.0
1145,2.0774184300000003
1146,0.0
1147,0.0
1148,0.0277777775
1149,0.0
1150,0.0
1151,0.0
1152,1.5999999999999999
1153,0.0
1154,4.289947000000001
1155,1.0
1156,0.0
1157,0.09523809999999999
1158,0.0
1159,0.0
1160,0.5952381000000001
1161,0.0
1162,0.7827381250000001
1163,0.0
1164,0.0
1165,0.0
1166,1.4138322385714286
1167,0.0
1168,0.0
1169,0.0
1170,3.3444127212500003
1171,2.580952333333333
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,1.104166675
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.44444445
1187,0.6374768199999999
1188,1.8301587571428573
1189,0.6666666666666666
1190,3.1671201571428576
1191,0.0
1192,0.5350427480000001
1193,0.0
1194,0.0
1195,1.2700892875
1196,0.0
1197,0.0
1198,1.279166675
1199,0.841666675
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,3.5952379999999997
1206,0.0
1207,0.8571428857142857
1208,0.18194444499999998
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,1.10573874
1217,0.0
1218,0.0
1219,0.09956710285714286
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.1448879575
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,1.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.9753968285714285
1256,0.0
1257,0.54545456
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.8
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.3
1268,2.3333333
1269,0.41554487375
1270,0.0
1271,2.3952381285714286
1272,0.8
1273,1.2666666666666666
1274,0.4166666666666667
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.5809524
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.5480089575
1286,0.8
1287,0.4
1288,0.44444446666666665
1289,0.28472222875
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.44166667499999995
1296,2.4165898857142856
1297,0.0
1298,0.0
1299,0.33333335
1300,0.0416666675
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,1.0
1310,0.0
1311,0.0
1312,0.25
1313,5.737500000000001
1314,0.0
1315,0.0
1316,0.60000001
1317,2.25
1318,0.0
1319,0.0
1320,3.5
1321,0.33749999999999997
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.7222222333333334
1327,0.0
1328,0.0
1329,0.0
1330,3.266666675
1331,1.2065080874999998
1332,0.6666667
1333,1.7083333333333333
1334,0.0
1335,0.0
1336,0.0
1337,2.888603471428571
1338,0.0
1339,0.31994048
1340,0.5150301225
1341,0.566666675
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.4273809625
1347,0.5095238285714285
1348,0.45454547
1349,0.0
1350,0.0
1351,0.5758928624999999
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.5555555666666666
1358,0.0
1359,0.5714285714285714
1360,0.0
1361,0.0
1362,0.0
1363,0.5714285714285714
1364,0.0
1365,0.0
1366,0.14285714285714285
1367,0.0
1368,0.0
1369,0.1458333375
1370,0.0
1371,0.0
1372,2.9285714166666668
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.1815476225
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.027777778
1383,2.9085535
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.3333333333333333
1391,0.0
1392,0.0
1393,0.38095239999999997
1394,0.44880953125
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.7
1400,0.06666666666666667
1401,0.0
1402,0.5
1403,0.0
1404,0.30952381749999996
1405,0.0
1406,0.640476205
1407,0.0
1408,1.175
1409,0.258333335
1410,1.4205925566666666
1411,0.0
1412,0.6458983714285714
1413,0.0
1414,0.0
1415,0.0
1416,0.3465972116666667
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.8906264842857142
1424,6.777777666666666
1425,0.5
1426,0.0
1427,1.2233044714285715
1428,0.0
1429,0.5583333375
1430,1.9560956199999997
1431,0.16666667
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,2.192659933333333
1441,0.13333334
1442,1.6952381333333333
1443,0.0916666675
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,2.23958335
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.66074810375
1457,0.5916666875000001
1458,0.0
1459,1.00625002125
1460,2.0194444
1461,0.0
1462,0.70770203
1463,0.0
1464,0.0
1465,0.0
1466,0.6956220942857144
1467,3.11930193125
1468,0.39813160999999997
1469,0.6666667
1470,0.0
1471,0.0
1472,0.0
1473,0.3019943
1474,0.36916099999999996
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,1.0
1485,0.0
1486,0.0
1487,0.0
1488,0.8
1489,0.0
1490,1.2746716674999998
1491,0.20089285875000001
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.5366013040000001
1500,0.0
1501,3.158361125
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,1.666666675
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.41304346999999997
1520,1.2307693000000002
1521,1.1578947
1522,0.0625
1523,0.4166666833333333
1524,0.0
1525,0.0
1526,0.0
1527,0.3333333333333333
1528,0.2500000125
1529,0.425
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,1.3333333500000002
1547,1.2769738428571429
1548,0.26666666666666666
1549,2.805555533333333
1550,0.0
1551,0.0
1552,0.252678575
1553,0.58333335
1554,1.2222222333333332
1555,0.0
1556,0.0
1557,0.3958333375
1558,0.0
1559,0.42539684399999994
1560,0.3333333333333333
1561,0.0
1562,0.0
1563,0.0
1564,0.27964744625
1565,0.0
1566,0.617060228
1567,0.0
1568,0.36666666666666664
1569,2.2059325624999997
1570,0.0
1571,0.25
1572,1.2023809666666667
1573,0.0
1574,0.0
1575,0.22925170571428571
1576,1.6507935666666667
1577,0.9227717000000001
1578,0.0
1579,0.0
1580,0.2130952425
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,1.0
1589,2.81666668
1590,3.71636366
1591,0.5
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.9509518487499999
1597,1.8500899925
1598,0.0
1599,0.0
1600,0.5
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.23809524285714284
1609,0.0
1610,0.0
1611,2.93809526
1612,0.0
1613,0.0
1614,1.95
1615,0.0
1616,0.0
1617,1.579166675
1618,0.0
1619,0.4
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.26944445
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.47234433749999993
1633,0.0
1634,0.0
1635,0.6814814833333335
1636,0.73701299875
1637,0.0
1638,1.64747669625
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.3484848575
1647,0.713804725
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,1.7666666625
1653,0.0
1654,0.0
1655,1.3103448
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.187500005
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.05
1669,0.23809524285714284
1670,0.0
1671,0.0
1672,1.8610643857142857
1673,0.0
1674,0.0
1675,0.9708333499999999
1676,0.0
1677,2.16666665
1678,0.0
1679,1.1259259333333334
1680,0.212121215
1681,0.0
1682,0.377705635
1683,0.36666667
1684,0.19444445
1685,0.0
1686,5.398148133333334
1687,2.6816523166666664
1688,0.0
1689,0.0
1690,0.7891690333333333
1691,0.36
1692,0.0
1693,0.0
1694,1.5357142499999998
1695,0.0
1696,0.7476190620000001
1697,0.4583333375
1698,0.0
1699,0.0
1700,0.94771939125
1701,1.0000000249999998
1702,0.517857155
1703,0.44242424428571425
1704,0.0
1705,0.0
1706,1.5047619142857143
1707,0.20476191000000002
1708,1.1022046785714286
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.18333333500000001
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.33333335
1721,2.1541666625
1722,1.4857142799999998
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.13445378571428573
1728,2.25
1729,0.0
1730,0.06349206285714286
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.43333333749999997
1737,1.2222222666666667
1738,1.9444443999999999
1739,0.730205082
1740,0.0
1741,0.2083333375
1742,0.0
1743,0.2
1744,0.0
1745,0.0
1746,0.4877652137499999
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,1.1403913125
1754,0.4583333375
1755,2.1916666625
1756,0.098755415
1757,2.0595238
1758,1.8
1759,1.363636375
1760,0.8114136037499999
1761,0.5
1762,0.0
1763,0.0
1764,0.774117648
1765,0.37698412857142855
1766,0.0
1767,0.0
1768,0.27835950875
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,1.9285714285714286
1778,0.0
1779,2.6800000000000006
1780,0.0
1781,0.0
1782,0.726153844
1783,0.0
1784,0.35
1785,0.21111111000000002
1786,0.0
1787,0.0
1788,0.12558546
1789,0.2952381
1790,0.0
1791,3.4149658571428567
1792,0.0
1793,0.0
1794,2.15416665
1795,0.5714285849999999
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.23809524285714284
1807,0.0
1808,2.2763867875000003
1809,0.0
1810,0.09523809999999999
1811,0.5972222233333333
1812,0.0
1813,0.11904762499999999
1814,0.2708333425
1815,4.933858525
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.9
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.25
1835,0.0
1836,0.42499510125
1837,0.0
1838,0.0
