,E8N
0,0.0
1,0.0
2,0.0030985242
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,1.747285714285714e-05
9,0.0011560655
10,0.0007839860000000001
11,0.0036393413333333335
12,0.0
13,0.0015121376
14,0.0029097298571428573
15,5.4399999999999994e-05
16,0.008953100624999998
17,0.0016980534999999999
18,0.00048796666666666675
19,0.003598732166666667
20,0.01377683575
21,0.020019612
22,0.006671676833333333
23,0.008966699625000001
24,0.009276575285714284
25,0.01886228
26,0.0
27,0.000445
28,0.013065916
29,0.00391736
30,0.0005669999999999999
31,0.001348536
32,0.0026935301428571428
33,0.0057032195
34,0.00018763333333333333
35,0.012874939142857143
36,0.013870830124999999
37,0.000714706
38,0.0013157905
39,0.0047320775
40,0.011103508750000001
41,0.004519830333333333
42,0.0
43,0.0168171684
44,0.01371584975
45,0.0017185820000000002
46,0.01173172075
47,0.00041075
48,0.010769797250000001
49,0.0011662530000000001
50,0.0
51,0.0
52,0.00024775000000000003
53,0.0
54,0.0007865450000000001
55,0.0002925
56,1.1082857142857142e-05
57,0.00921938375
58,0.0
59,0.0
60,0.0
61,0.0
62,0.008704953857142856
63,0.00023386000000000001
64,0.003976948333333333
65,0.0010024156666666665
66,0.0051704049999999994
67,0.00015135000000000002
68,0.018774251285714284
69,0.00532511325
70,0.016082207999999997
71,0.0011752011666666666
72,0.0231694445
73,0.011122145428571428
74,0.013328668499999998
75,0.000855352375
76,0.0028606485
77,0.0013671202500000002
78,0.0031670025
79,0.006042066285714286
80,0.001148473125
81,0.0
82,0.004276522874999999
83,0.0007285
84,0.00114741
85,0.003091217142857143
86,0.00703713
87,0.0
88,0.00141594425
89,0.007054594500000001
90,0.0055334915
91,0.0
92,0.0014766917499999998
93,0.06802957675
94,0.004910847571428571
95,0.0
96,0.00011009999999999999
97,0.140946933
98,0.004286980285714286
99,0.010550123833333333
100,0.00012826
101,0.00264298175
102,5.3225e-05
103,0.002306101
104,0.019550866
105,0.009534549
106,0.00047075000000000003
107,0.0
108,0.00114787425
109,0.0010359586
110,0.00336708
111,0.008225282666666667
112,0.0008094187499999999
113,0.010285848499999998
114,0.04056321375
115,0.0
116,0.0011730823333333334
117,0.02720390425
118,0.0018695187999999998
119,0.002246292
120,0.0
121,0.0014233120000000001
122,0.004593420000000001
123,0.0038492575
124,0.008075801125
125,0.0017678611428571431
126,0.018336903166666665
127,0.0006402797142857143
128,0.003127136
129,0.0
130,0.0
131,0.0005141586666666667
132,0.012362031
133,0.0011255362000000002
134,0.01295675
135,0.008700256
136,0.007412663600000001
137,0.0037757462
138,0.0018542351428571426
139,0.004883317
140,0.0
141,0.011061061375
142,0.001897539
143,0.0017196806666666664
144,0.0014233018333333332
145,0.002503309125
146,0.0019006474999999998
147,0.0017751713999999998
148,0.004288299285714285
149,0.0024349795
150,0.00031
151,0.0008983346666666665
152,0.00047525
153,0.00197955375
154,0.0
155,0.00903452175
156,0.0
157,0.0040948991666666665
158,0.00032958825
159,5.2583333333333335e-05
160,0.0
161,0.002883082166666667
162,0.042111796599999994
163,0.0003578142857142857
164,0.007490722624999999
165,0.003913445625
166,0.0002609428571428572
167,0.00150311375
168,0.005652582
169,0.00920040575
170,0.005866634142857143
171,0.0012887460000000001
172,0.0004790567142857143
173,0.00048550000000000004
174,0.0835728125
175,3.735e-06
176,0.0
177,0.00204700175
178,0.001584525
179,0.006321026875000001
180,0.010101203625000001
181,0.028977654499999998
182,0.0076910905
183,0.0
184,0.0011299658
185,0.0
186,0.0
187,0.007117457600000002
188,0.004938437666666667
189,0.00040974999999999996
190,0.00023
191,0.0
192,0.0
193,0.0
194,0.00761819
195,0.0
196,0.0
197,0.0
198,0.003235266874999999
199,0.0
200,0.042266099
201,0.018959407874999997
202,0.03411242175
203,0.1010199335
204,9.758174999999998e-05
205,7.6975e-05
206,0.0014253012
207,0.009297594499999999
208,0.00252917825
209,0.0031790808333333337
210,0.0
211,0.0
212,0.0029680098333333335
213,0.005516627500000001
214,0.0019469989999999998
215,5.528e-05
216,0.011397593666666666
217,0.02350156
218,0.002259889
219,0.0
220,0.0003324666666666666
221,0.0
222,0.0018949656249999999
223,0.005480000142857143
224,0.0006050075
225,0.0054524112
226,0.001038354
227,0.0
228,0.0019389435
229,0.0
230,0.026931619833333337
231,0.0
232,0.0027237211666666667
233,0.0026129744285714285
234,0.0
235,0.02056854025
236,0.008764782625
237,0.0013901258333333336
238,0.00048183924999999994
239,0.0006940483333333333
240,0.002567039
241,0.0
242,0.0
243,0.000130098
244,0.01704048575
245,0.00011425200000000002
246,0.0
247,0.0035828021250000003
248,0.0017879265
249,0.0039769485
250,0.000180816
251,0.0
252,0.019253839666666668
253,0.003908746
254,0.007795227124999999
255,0.01138428975
256,0.005598346166666667
257,0.0102969335
258,0.006819704750000001
259,0.0
260,0.006439922400000001
261,0.0086254198
262,0.0
263,0.00032950000000000004
264,0.0
265,0.0004247658333333333
266,0.001405274125
267,0.0006330501666666667
268,0.0072846018571428575
269,0.00015939999999999997
270,0.0006168743333333334
271,0.017621249875
272,0.0041906784
273,0.0
274,0.008802609428571428
275,0.006126134666666667
276,0.0
277,0.00227675225
278,0.0018411826250000001
279,0.040537745375
280,0.045815505
281,0.00813206975
282,0.0038425362857142857
283,0.0
284,0.010388039666666666
285,0.0011468314
286,0.006288109166666667
287,0.00047325
288,0.0
289,0.0
290,0.0
291,0.0043453635
292,0.0
293,0.0035100005
294,7.209999999999999e-05
295,0.00033232250000000003
296,0.0011652275714285714
297,0.0025665027142857144
298,0.019718673
299,0.07893974075
300,0.0014064037500000001
301,0.0020943205714285713
302,0.013558621875000001
303,0.0004489128571428571
304,0.016394515
305,0.0079317395
306,0.0
307,0.0111306085
308,0.008538394125
309,0.01240120575
310,0.008010442166666668
311,0.0
312,0.002087677625
313,7.31325e-05
314,0.0930914275
315,0.020679712
316,0.00331317825
317,0.002685014
318,0.000326425
319,0.0
320,0.008565952800000002
321,0.015665012125000002
322,0.005020777
323,0.002354839666666667
324,0.0011496707142857143
325,0.0
326,1.3520000000000001e-05
327,0.0041333314
328,0.14146164700000002
329,0.0022081991666666667
330,0.0
331,3.835e-05
332,0.0
333,0.0027641455
334,0.0
335,0.0
336,0.00755333
337,0.002106613625
338,0.005626629375
339,0.00044438783333333335
340,0.00036075
341,0.006331422666666667
342,0.0047891705
343,0.006589421571428572
344,0.012464558
345,5.952571428571429e-05
346,0.0014557105
347,0.0012053028749999999
348,0.0053791966666666665
349,0.0016191792
350,0.002192048428571428
351,0.0
352,0.001434152
353,0.0025392051666666663
354,0.002210284285714286
355,0.0007494734285714286
356,0.0051378696
357,0.009653337625000001
358,2.96e-07
359,0.0034677874999999997
360,0.048999087499999996
361,0.001602302
362,0.025731223375
363,0.00043588812500000004
364,0.058308916625000005
365,0.001074636625
