,D8N
0,0.0
1,0.0
2,1.4
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,1.0
9,3.125
10,1.0
11,2.0
12,0.0
13,5.8
14,3.5714285714285716
15,1.0
16,7.125
17,3.0
18,1.5
19,1.0
20,5.0
21,9.666666666666666
22,3.3333333333333335
23,3.5
24,3.0
25,7.0
26,0.0
27,1.0
28,3.142857142857143
29,1.0
30,2.0
31,2.0
32,2.142857142857143
33,4.5
34,1.0
35,2.2857142857142856
36,14.625
37,1.0
38,1.0
39,2.5
40,6.0
41,3.0
42,0.0
43,4.2
44,12.25
45,1.0
46,13.0
47,1.0
48,10.0
49,1.0
50,0.0
51,0.0
52,4.0
53,0.0
54,3.25
55,1.0
56,1.2857142857142858
57,6.0
58,0.0
59,0.0
60,0.0
61,0.0
62,2.4285714285714284
63,1.0
64,1.0
65,2.0
66,1.0
67,1.5
68,5.857142857142857
69,8.0
70,9.333333333333334
71,2.3333333333333335
72,18.666666666666668
73,7.714285714285714
74,4.625
75,1.25
76,15.75
77,5.875
78,1.75
79,4.857142857142857
80,4.125
81,1.0
82,2.25
83,1.0
84,1.0
85,2.5714285714285716
86,1.0
87,0.0
88,1.0
89,2.1666666666666665
90,2.0
91,0.0
92,1.5
93,16.0
94,2.0
95,0.0
96,1.0
97,71.4
98,4.285714285714286
99,6.0
100,1.0
101,1.0
102,1.25
103,2.0
104,15.25
105,3.0
106,1.0
107,0.0
108,1.0
109,2.2
110,1.5
111,10.166666666666666
112,1.5
113,8.0
114,39.0
115,0.0
116,1.0
117,14.5
118,1.0
119,3.6666666666666665
120,0.0
121,1.0
122,8.2
123,3.625
124,5.0
125,6.714285714285714
126,10.333333333333334
127,3.4285714285714284
128,4.0
129,0.0
130,0.0
131,1.0
132,5.0
133,3.4
134,5.6
135,8.0
136,10.8
137,2.4
138,3.142857142857143
139,1.0
140,0.0
141,8.75
142,2.0
143,1.6666666666666667
144,2.5
145,1.0
146,2.0
147,1.0
148,2.5714285714285716
149,1.0
150,3.0
151,1.5
152,2.0
153,1.875
154,0.0
155,5.5
156,0.0
157,3.3333333333333335
158,1.625
159,1.3333333333333333
160,0.0
161,5.5
162,25.8
163,1.7142857142857142
164,4.25
165,3.25
166,1.4285714285714286
167,1.0
168,3.0
169,11.0
170,1.8571428571428572
171,1.0
172,1.0
173,1.0
174,37.0
175,1.0
176,0.0
177,2.0
178,3.0
179,8.375
180,6.25
181,10.625
182,6.5
183,0.0
184,1.0
185,0.0
186,0.0
187,1.6
188,1.5
189,1.0
190,1.0
191,0.0
192,0.0
193,0.0
194,5.0
195,0.0
196,0.0
197,0.0
198,1.625
199,0.0
200,31.0
201,12.75
202,23.125
203,64.375
204,1.5
205,2.25
206,1.8
207,6.0
208,2.75
209,3.0
210,0.0
211,0.0
212,2.6666666666666665
213,1.0
214,9.666666666666666
215,1.0
216,2.0
217,7.0
218,1.0
219,0.0
220,1.3333333333333333
221,0.0
222,2.875
223,3.142857142857143
224,1.0
225,5.6
226,1.0
227,0.0
228,1.0
229,0.0
230,27.166666666666668
231,0.0
232,3.1666666666666665
233,4.857142857142857
234,0.0
235,8.25
236,5.625
237,5.666666666666667
238,1.0
239,1.3333333333333333
240,3.7142857142857144
241,0.0
242,0.0
243,1.0
244,12.0
245,1.0
246,0.0
247,2.625
248,1.0
249,1.0
250,1.8571428571428572
251,0.0
252,14.0
253,2.0
254,14.5
255,2.5
256,2.5
257,11.0
258,3.125
259,0.0
260,10.2
261,11.6
262,0.0
263,1.0
264,0.0
265,3.5
266,2.875
267,1.0
268,4.857142857142857
269,1.0
270,2.0
271,3.75
272,1.0
273,1.0
274,8.285714285714286
275,9.0
276,0.0
277,38.5
278,6.25
279,8.875
280,26.0
281,1.0
282,11.0
283,0.0
284,5.833333333333333
285,1.0
286,5.333333333333333
287,1.0
288,0.0
289,0.0
290,0.0
291,4.75
292,0.0
293,2.0
294,1.0
295,5.5
296,1.0
297,2.142857142857143
298,10.0
299,50.0
300,3.125
301,1.2857142857142858
302,8.0
303,2.4285714285714284
304,2.6666666666666665
305,5.5
306,0.0
307,8.5
308,5.625
309,4.0
310,2.3333333333333335
311,0.0
312,2.25
313,1.5
314,16.0
315,10.5
316,1.75
317,2.142857142857143
318,1.0
319,0.0
320,1.0
321,15.625
322,9.0
323,4.333333333333333
324,2.5714285714285716
325,0.0
326,1.4
327,30.4
328,122.85714285714286
329,1.0
330,0.0
331,1.0
332,0.0
333,1.5
334,1.4
335,0.0
336,3.0
337,2.5
338,5.875
339,1.6666666666666667
340,1.5
341,1.0
342,12.25
343,2.5714285714285716
344,1.0
345,1.0
346,2.0
347,1.5
348,1.0
349,5.4
350,1.7142857142857142
351,0.0
352,1.625
353,2.0
354,2.857142857142857
355,1.0
356,2.0
357,8.75
358,1.0
359,6.0
360,33.5
361,1.6
362,20.75
363,1.5
364,44.375
365,1.5
366,3.8
367,1.6666666666666667
368,1.0
369,5.5
370,2.4
371,1.5
372,1.0
373,3.625
374,0.0
375,0.0
376,0.0
377,1.0
378,1.375
379,17.75
380,1.0
381,1.0
382,1.0
383,8.666666666666666
384,0.0
385,2.75
386,3.142857142857143
387,1.0
388,1.7142857142857142
389,2.375
390,1.3333333333333333
391,1.0
392,2.7142857142857144
393,1.0
394,5.142857142857143
395,2.0
396,2.0
397,1.0
398,1.0
399,2.75
400,1.5
401,0.0
402,1.0
403,1.0
404,1.0
405,12.375
406,1.0
407,31.0
408,0.0
409,2.0
410,2.5
411,14.571428571428571
412,3.5
413,18.625
414,6.75
415,1.0
416,1.0
417,4.25
418,7.25
419,1.0
420,0.0
421,1.0
422,2.7142857142857144
423,1.0
424,1.0
425,4.0
426,0.0
427,10.875
428,0.0
429,10.5
430,1.0
431,17.75
432,5.857142857142857
433,1.0
434,1.0
435,3.6666666666666665
436,8.125
437,0.0
438,2.75
439,0.0
440,9.0
441,2.25
442,1.6
443,0.0
444,2.0
445,5.0
446,8.857142857142858
447,9.75
448,1.0
449,3.3333333333333335
450,1.0
451,1.8
452,5.0
453,0.0
454,1.0
455,1.0
456,2.0
457,1.0
458,1.25
459,1.0
460,6.428571428571429
461,1.0
462,4.125
463,8.571428571428571
464,6.625
465,3.125
466,1.0
467,35.0
468,0.0
469,0.0
470,1.2857142857142858
471,4.333333333333333
472,11.333333333333334
473,3.4285714285714284
474,30.875
475,7.5
476,2.7142857142857144
477,0.0
478,5.0
479,22.75
480,1.0
481,2.0
482,0.0
483,0.0
484,17.0
485,1.0
486,10.0
487,0.0
488,1.0
489,6.5
490,1.0
491,2.0
492,2.125
493,1.875
494,1.0
495,1.3333333333333333
496,2.5
497,6.0
498,6.0
499,4.25
500,2.0
501,1.0
502,1.0
503,30.333333333333332
504,3.6
505,4.5
506,16.875
507,1.0
508,0.0
509,0.0
510,1.0
511,3.5
