,B8N
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,1100.7590796250001
10,0.0
11,429.6088066666667
12,0.0
13,3528.0118200000006
14,7059.003614285715
15,0.0
16,17769.860300000004
17,6349.512000000001
18,367.92210833333337
19,0.0
20,996.4575137500001
21,9845.901666666667
22,2552.0485
23,8365.039525
24,5040.357514285714
25,6543.372825
26,0.0
27,0.0
28,4238.731938571429
29,0.0
30,631.8444499999999
31,56.809208749999996
32,952.7756985714285
33,2408.3383750000003
34,0.0
35,1685.3306285714286
36,23487.767775
37,0.0
38,0.0
39,2603.9886543749994
40,4398.83375
41,2378.4997999999996
42,0.0
43,2991.2216120000003
44,36342.478375
45,0.0
46,9033.9428125
47,0.0
48,31828.230687499996
49,0.0
50,0.0
51,0.0
52,6623.1993999999995
53,0.0
54,4303.87437075
55,0.0
56,1477.142857142857
57,6986.485825
58,0.0
59,0.0
60,0.0
61,0.0
62,5359.769471428571
63,0.0
64,0.0
65,4656.022666666667
66,0.0
67,0.0
68,5952.711385714285
69,14058.362393750002
70,20882.173533333334
71,143.71876666666665
72,48550.505333333334
73,16059.663999999999
74,4696.969168749999
75,294.647875
76,57717.762500000004
77,8806.0336375
78,5692.9450375
79,8600.5042
80,688.8446875000001
81,0.0
82,2722.092125
83,0.0
84,0.0
85,8052.555571428571
86,0.0
87,0.0
88,0.0
89,913.5353988333333
90,6234.0
91,0.0
92,309.5555
93,11712.811
94,676.1972442857143
95,0.0
96,0.0
97,355090.472
98,5173.621657142858
99,6508.22695
100,0.0
101,0.0
102,106.26423
103,130.517845
104,31430.894212499996
105,842.256485
106,0.0
107,0.0
108,0.0
109,2580.397728
110,554.0083500000001
111,14088.0872
112,63.554103999999995
113,9453.2980375
114,168330.20825000003
115,0.0
116,0.0
117,49852.611999999994
118,0.0
119,6174.1542
120,0.0
121,0.0
122,9727.5655
123,1020.3184675000001
124,5918.4147
125,16844.690714285713
126,9250.665616666667
127,658.713
128,364.17456
129,0.0
130,0.0
131,0.0
132,7191.4795
133,587.601408
134,6896.2287
135,20063.424
136,32888.86932
137,1253.1950840000002
138,1724.1116428571427
139,0.0
140,0.0
141,10928.5778125
142,367.83173
143,1227.7236
144,7486.574266666667
145,0.0
146,940.409975
147,0.0
148,1205.4433114285714
149,0.0
150,5034.622475
151,793.44206
152,2462.9745125
153,118.845347
154,0.0
155,3598.4849
156,0.0
157,1407.2364166666666
158,1809.06156
159,78.04185833333334
160,0.0
161,26.197413666666666
162,105906.05500000001
163,412.64740857142857
164,7295.968354999999
165,10810.982150000002
166,110.03612
167,0.0
168,801.8891175000001
169,3957.9057250000005
170,5011.179757142857
171,0.0
172,0.0
173,0.0
174,104614.5125
175,0.0
176,0.0
177,3398.889875
178,2248.4172500000004
179,17176.7052875
180,9924.0900375
181,40848.074
182,6966.989121250001
183,0.0
184,0.0
185,0.0
186,0.0
187,316.23573799999997
188,753.0631916666666
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,4570.20165
195,0.0
196,0.0
197,0.0
198,2153.8836874999997
199,0.0
200,93953.64516666667
201,18851.05505
202,76828.603
203,374001.03875
204,248.1569
205,1618.3587625000002
206,3895.5366000000004
207,2401.574775
208,1105.1315325
209,10317.548333333334
210,0.0
211,0.0
212,6493.984650000001
213,0.0
214,10960.515016666666
215,0.0
216,885.1160033333332
217,6471.75435
218,0.0
219,0.0
220,1237.7177166666668
221,0.0
222,8348.014625
223,1182.7120057142859
224,0.0
225,6239.79418
226,0.0
227,0.0
228,0.0
229,0.0
230,68473.66073333334
231,0.0
232,2706.302133333333
233,5556.458171428571
234,0.0
235,14378.75765
236,7067.920550000001
237,20394.9185
238,0.0
239,48.06556666666666
240,1001.1648085714286
241,0.0
242,0.0
243,0.0
244,61880.401625
245,0.0
246,0.0
247,3800.5166
248,0.0
249,0.0
250,5024.0
251,0.0
252,13968.805333333336
253,522.91031
254,10432.345850000002
255,866.863461
256,356.68332499999997
257,19772.71
258,1821.21749075
259,0.0
260,5835.025379999999
261,20409.1982
262,0.0
263,0.0
264,0.0
265,369.08165833333334
266,3261.5363
267,0.0
268,3624.8326714285713
269,0.0
270,384.4436316666667
271,3431.56457
272,0.0
273,0.0
274,27926.167571428574
275,13916.672833333332
276,0.0
277,99071.5825
278,10549.9755875
279,11918.5266125
280,83816.84
281,0.0
282,13855.467142857142
283,0.0
284,13731.238833333331
285,0.0
286,9795.379666666666
287,0.0
288,0.0
289,0.0
290,0.0
291,247.405518175
292,0.0
293,45.596105
294,0.0
295,16459.598875
296,0.0
297,1803.9172982857144
298,13986.823499999999
299,192742.64750000002
300,1585.71540625
301,171.8949142857143
302,24370.039875
303,701.435232
304,406.93777833333326
305,9017.4181
306,0.0
307,22625.7098125
308,12365.0619375
309,6681.5696
310,1704.3166316666666
311,0.0
312,0.0
313,3289.5
314,3375.72585
315,14851.204249999999
316,2853.2254875
317,1479.2770942857144
318,0.0
319,0.0
320,0.0
321,23313.7067375
322,7412.749433333333
323,13208.414833333334
324,0.0
325,0.0
326,2464.0
327,105752.98260000002
328,748186.1814285713
329,0.0
330,0.0
331,0.0
332,0.0
333,652.149175
334,0.8
335,0.0
336,6025.11395
337,2887.2301712500002
338,18843.188000000002
339,0.0
340,457.91191749999996
341,0.0
342,19443.855924999996
343,598.73051
344,0.0
345,0.0
346,656.01979
347,2551.74935
348,0.0
349,3236.80517
350,970.1509285714285
351,0.0
352,1330.9031
353,3803.4708766666668
354,404.43465642857143
355,0.0
356,1178.3134999999997
357,15861.020674999998
358,0.0
359,11084.458225
360,100643.755
361,2238.7307
362,47004.207624999995
363,1690.4241624999997
364,179663.31199999998
365,1715.2651625
366,2638.45728
367,981.474095
368,0.0
369,13974.190166666667
370,3750.1851020000004
371,0.0
372,0.0
373,3096.2533875
374,0.0
375,0.0
376,0.0
377,0.0
378,27.861875
379,50354.457375
380,0.0
381,0.0
382,0.0
383,16224.095333333333
384,0.0
385,1325.653805
386,198.73765585714287
387,0.0
388,1099.1726014285714
389,4100.514064999999
390,533.4615
391,0.0
392,3741.047042857143
393,0.0
394,9427.315
395,1649.7079625000001
396,246.178116
397,0.0
398,0.0
399,3615.3262
400,403.71804249999997
401,0.0
402,0.0
403,0.0
404,0.0
405,23800.1438125
406,0.0
407,38267.563749999994
408,0.0
409,6579.0
410,6580.755149999999
411,45242.23857142857
412,8294.7675
413,19641.8755375
414,31103.93686625
415,0.0
416,0.0
417,100.063111875
418,6032.242237500001
419,0.0
420,0.0
421,0.0
422,3665.28408
423,0.0
424,0.0
425,126.03708
426,0.0
427,16045.224162499999
428,0.0
429,11635.498524999999
430,0.0
431,43529.593875000006
432,9537.903285714287
433,0.0
434,0.0
435,8601.371466666667
436,5380.2405125000005
437,0.0
438,4552.995
439,0.0
