,S8N
0,0.0
1,0.0
2,1068.2280161200001
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,1.9400712857142857
9,332.98491516250004
10,304.48785269999996
11,717.6729450000001
12,0.0
13,434.85308
14,206.94800742857143
15,2.1586982
16,3986.240825
17,655.61712
18,122.71579743333332
19,6183.5076921
20,17307.3894225
21,18505.197733333334
22,11818.101973833334
23,3343.8556974999997
24,3761.0172776428567
25,6541.8976999999995
26,0.0
27,8.640553449999999
28,9583.028618142856
29,2918.06675
30,103.21299093333334
31,403.9412865625
32,462.8619286857143
33,8218.05290375
34,5.010508
35,10956.871491857144
36,36497.20128125
37,4.1012404
38,7.5844080499999995
39,2211.218112
40,111108.2369909
41,8362.470506166666
42,0.0
43,13539.377700000001
44,4179.7906825
45,53.90149
46,32911.862662499996
47,141.651556875
48,13085.073790125
49,296.3217333333334
50,0.0
51,0.0
52,49.543926
53,0.0
54,25.556736275
55,2.3131247
56,1.837497971428571
57,29031.129624999998
58,0.0
59,0.0
60,0.0
61,0.0
62,2585.651057285714
63,5.853391500000001
64,1124.2400016666666
65,559.05353
66,721.5538166666666
67,40.31167255
68,73872.789
69,2370.4061174999997
70,3024.5210700000002
71,30.066914166666663
72,108955.92613333334
73,13203.867570857143
74,19339.855579799998
75,48.0082074625
76,592.642221875
77,763.112977125
78,891.4505917
79,2838.3561338571426
80,934.0885813750001
81,1.5381323500000001
82,1035.1776743750002
83,281.24816999999996
84,93.57265333333332
85,590.5856692857143
86,721.5019
87,0.0
88,272.3767575
89,22002.7294525
90,5799.722385
91,0.0
92,1100.368769
93,1430072.9
94,695.1477528571429
95,0.0
96,3.1050597000000004
97,769699.03
98,7164.972843100001
99,41080.76074616667
100,8.021342179999998
101,3445.977625
102,2.8623675
103,540.9288750000001
104,61993.202007875
105,5074.310175
106,128.83518125
107,0.0
108,100.92278325000001
109,1050.98382174
110,1450.99969725
111,10407.010428333333
112,305.9632725
113,14907.68174875
114,233100.119275
115,0.0
116,255.9393744166667
117,175441.16650000002
118,454.8052186
119,592.2366253333333
120,0.0
121,25.955833166666668
122,1678.8254900000004
123,3459.6297400375
124,3807.8698412499994
125,286.4860157142857
126,185390.04936333335
127,1694.1101471428574
128,158.53235
129,0.0
130,0.0
131,12.277462666666667
132,2664.4053
133,618.8503039999999
134,5714.82064
135,9523.8802675
136,18517.484524000003
137,143.29194167999998
138,657.0072141428573
139,1496.56529
140,0.0
141,17593.43759
142,63.934459999999994
143,287.4888393333333
144,381.1760795
145,1484.23380425
146,140.17531474999998
147,618.0284009999999
148,2602.6783797142857
149,366.97902
150,44.07261450000001
151,57.91133128333334
152,123.73747750000001
153,575.3528411625
154,0.0
155,38368.14775
156,0.0
157,5261.932332166667
158,12.565558524999998
159,4.936218416666667
160,0.0
161,538.169048
162,74209.41994
163,11.224072857142856
164,3772.6664288750003
165,1446.1582579125
166,20.427410728571427
167,69.93146925
168,10402.944875000001
169,10892.386675
170,2366.8197805714285
171,345.91186
172,16.100595657142858
173,3.510899
174,543738.595
175,1.6671554000000002
176,0.0
177,355.1295485
178,308.18480750000003
179,9999.230714375
180,28319.285077499997
181,33356.300475
182,3382.2705187499996
183,0.0
184,241.01549727999995
185,0.0
186,0.0
187,2781.2372170000003
188,564.8115066666666
189,9.9663475
190,4.731888625000001
191,0.0
192,0.0
193,0.0
194,286.49661249999997
195,0.0
196,0.0
197,0.0
198,962.133408375
199,0.0
200,579842.5933
201,63306.236252500006
202,472036.88551249995
203,1404607.9357500002
204,12.608848925
205,5.6787703
206,124.6199022
207,32148.68875
208,981.4833708124999
209,3648.4630151666665
210,0.0
211,0.0
212,2154.565271
213,5763.70776
214,490.530503
215,2.1562503
216,6244.482433333334
217,52515.8145
218,332.24193239999994
219,0.0
220,50.14794771666667
221,0.0
222,341.4097306125
223,1187.9386444285715
224,231.45234200000002
225,6305.715523999999
226,22.9691872
227,0.0
228,203.444185
229,0.0
230,389987.7522683333
231,0.0
232,452.0804769666666
233,1354.3545331428572
234,0.0
235,15543.99741
236,4125.625243875
237,601.7178988333334
238,51.569207399999996
239,16.879678066666667
240,722.1435591428572
241,0.0
242,0.0
243,3.6914400800000005
244,27322.156758750003
245,2.2933638000000003
246,0.0
247,1559.25949125
248,93.8747475
249,1124.2399416666665
250,4.090611485714286
251,0.0
252,128263.71603166667
253,3029.22867135
254,15473.9310225
255,15208.194762500001
256,10218.26697425
257,35103.722499999996
258,11586.035422250001
259,0.0
260,6943.549856
261,6220.124669999999
262,0.0
263,83.00474
264,0.0
265,23.6984245
266,282.224013125
267,111.35001005
268,21086.912553399998
269,3.18259552
270,59.711154083333334
271,18325.37935
272,7418.6769632
273,1.57431825
274,6855.482069999999
275,5765.909311333333
276,0.0
277,56687.054749999996
278,171.9049448375
279,72159.43294125001
280,29807.484
281,2259.368582875
282,5440.958427142858
283,0.0
284,5145.053825
285,518.49338414
286,3686.2710533333334
287,78.5778545
288,0.0
289,0.0
290,0.0
291,4895.393100625
292,0.0
293,5028.6973
294,2.2258307999999998
295,24.941329175
296,84.64501428571428
297,349.346391
298,29624.4585
299,2603820.285
300,90.95734345
301,892.9958414285715
302,21928.359345000004
303,7.491939471428572
304,6708.999166666667
305,6699.079411325
306,0.0
307,24473.492376374998
308,3683.3353244624996
309,28751.03235
310,4680.949681
311,0.0
312,439.43215282499995
313,9.861229575
314,2713899.675
315,147123.7425
316,965.3156562875001
317,287.94188201428574
318,3.31346335
319,0.0
320,2612.0054920000002
321,41872.97838749999
322,18125.786036499998
323,1869.4071758333332
324,54.72227800000001
325,0.0
326,2.23356188
327,8814.6845
328,985369.5971428572
329,402.4810095666667
330,0.0
331,2.419650625
332,0.0
333,101.14094775000001
334,1.7842351800000003
335,0.0
336,219.6050865
337,105.06987148750001
338,3735.7723612500004
339,43.563488416666665
340,15.402620050000001
341,1905.8828666666668
342,4168.85821175
343,7391.820341142858
344,5737.64025
345,2.3590467285714287
346,363.10993025
347,228.509652
348,832.6551833333333
349,975.115436
350,581.7633557142857
351,0.0
352,304.17140125
353,509.75973516666664
354,391.0190828571429
355,37.697314142857145
356,2080.7399983999994
357,12008.5497125
358,1.5533431
359,780.3465386875
360,238926.51275
361,105.00102919999999
362,218754.81602999996
363,54.145815075
364,120377.62549999998
365,111.59612472500002
366,255.831333
367,552.43323605
368,1.5416089666666668
369,7978.851856666665
370,40.680484899999996
371,1520.4955525
372,100.92275175
373,358.54655437499997
374,0.0
375,0.0
376,0.0
377,272.37672362499995
378,435.592635875
379,37177.9321175
380,13.310410666666664
381,281.248185
382,119.45324429999998
383,4597.437183333333
384,0.0
385,6856.125546249999
386,1269.6686207142855
387,1.59067914
388,3836.384732285714
389,1424.86756625
390,44.09207113333333
391,173.17392
392,233.35371642857143
393,31.363847019999998
394,13923.962946914286
395,343.42904862500006
