ID,SC,DC,EC,IC,LAC,BC,NC
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,4076.3013,2,0.00329249,1.6191261,1,0,2
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,2.2189317,1,2.63E-05,1.2752016,0,0,0
10,2925.4736,5,0.002769349,2.217104,2.4,2797.2373,3
11,0,0,0,0,0,0,0
12,1096.0804,2,0.001610581,1.6191261,0,498.859,0
13,0,0,0,0,0,0,0
14,696.41406,3,0.000841,1.8715184,0.6666667,2168.365,1
15,506.46994,4,0.001153591,2.0646,0,10122.592,0
16,0,0,0,0,0,0,0
17,5016.2437,8,0.003797174,2.5283697,0.25,20088.168,0.30952382
18,1489.2875,3,0.002156904,1.8715184,0,7690.1626,0
19,308.65167,2,0.001037092,1.6191261,0,835.9978,0
20,1530.4163,1,0.002023055,1.2752016,0,0,0
21,39674.707,4,0.010488585,2.0646,1,403.08008,1.3333334
22,10005.114,9,0.00494958,2.6014168,1.3333334,10172.557,2.1666667
23,6362.169,3,0.004216027,1.8715184,0,3633.5393,0
24,12503.19,6,0.005498684,2.340579,0.33333334,24061.436,0.4
25,28869.938,3,0.00865926,1.8715184,0,7522.6914,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,69329.17,4,0.013562363,2.0646,0.5,5904.6206,0.6666667
30,3231.759,1,0.003246687,1.2752016,0,0,0
31,7.3064528,2,0.000124,1.6191261,0,289.19513,0
32,757.61865,3,0.001421056,1.8715184,0.6666667,1022.54114,1
33,941.5922,2,0.001565102,1.6191261,0,419.60495,0
34,24373.846,7,0.009370307,2.4426339,0,4430.5073,0
35,0,0,0,0,0,0,0
36,47109.523,3,0.010903982,1.8715184,0.6666667,2157.152,1
37,57134.93,15,0.01340046,2.8824396,1.7333333,29386.205,2.995116
38,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
40,354.6623,2,0.000906,1.6191261,0,433.06982,0
41,0,0,0,0,0,0,0
42,7159.2485,3,0.005056439,1.8715184,0.6666667,1906.5216,1
43,0,0,0,0,0,0,0
44,49337.773,5,0.011080839,2.217104,1.2,2043.718,1.5833334
45,16876.91,10,0.006728106,2.664375,0.4,17890.467,0.5833333
46,0,0,0,0,0,0,0
47,24249.432,12,0.007963738,2.7674546,5.8333335,5924.9214,6.8030305
48,0,0,0,0,0,0,0
49,53772.22,13,0.013815242,2.8101544,0.61538464,37752.934,2
50,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0
53,26.173553,3,0.000212,1.8715184,0,2060.2405,0
54,0,0,0,0,0,0,0
55,7.3879166,2,0.000103,1.6191261,0,1418.538,0
56,0,0,0,0,0,0,0
57,1.5404642,1,0,1.2752016,0,0,0
58,23052.875,6,0.009074446,2.340579,0,7753.084,0
59,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0
63,17.329607,2,0.000115,1.6191261,0,790.23755,0
64,0,0,0,0,0,0,0
65,710.7964,1,0.00134158,1.2752016,0,0,0
66,839.7595,2,0.00150999,1.6191261,0,9558.502,0
67,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0
69,191932.23,8,0.02521726,2.5283697,3,10135.227,3.6
70,8262.047,9,0.005051541,2.6014168,1.7777778,23153.73,2.625
71,15141.964,6,0.006358163,2.340579,1.6666666,3027.5789,2.1
72,104.5934,2,0.000542,1.6191261,1,0,2
73,62447.473,18,0.014424143,2.9667819,0.33333334,47453.902,0.4875817
74,57290.258,10,0.013475317,2.664375,0.2,23751.588,0.25396827
75,90739.54,5,0.016539272,2.217104,0.8,1501.421,1
76,244.36104,2,0.000437,1.6191261,0,1226.4081,0
77,3030.631,20,0.002223708,3.011545,0.3,69383.04,1.6052631
78,1202.0505,9,0.000782,2.6014168,0.8888889,12994.36,2.75
79,846.8989,2,0.001456385,1.6191261,0,3919.4583,0
80,504.74033,3,0.001108214,1.8715184,0,1662.5009,0
81,2245.9531,6,0.000941,2.340579,1.6666666,823.8776,2
82,1.5431831,1,0,1.2752016,0,0,0
83,1157.4977,2,0.001870719,1.6191261,0,1245.3002,0
84,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0
86,2030.9512,3,0.002453249,1.8715184,0,10838.466,0
87,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
89,623.0732,1,0.001446223,1.2752016,0,0,0
90,24865.555,3,0.009282096,1.8715184,0,4255.7324,0
91,13632.081,2,0.006714843,1.6191261,0,7032,0
92,0,0,0,0,0,0,0
93,423.75626,1,0.001182648,1.2752016,0,0,0
94,1115223.9,16,0.061392143,2.913242,2.75,13792.76,3.2444444
95,3042.4473,2,0.002759598,1.6191261,0,794.4611,0
96,0,0,0,0,0,0,0
97,4.253256,1,8.39E-05,1.2752016,0,0,0
98,270468.34,56,0.024564482,3.3112864,0.75,277439.94,3.5338075
99,5254.611,4,0.004263618,2.0646,0.5,4771.5757,1.3333334
100,47700.31,5,0.012876414,2.217104,0.4,3581.3577,0.5
101,4.05265,1,8.33E-05,1.2752016,0,0,0
102,24612.648,1,0.007761869,1.2752016,0,0,0
103,17.01055,2,0.0002,1.6191261,0,403.04623,0
104,1262.8146,2,0.001949516,1.6191261,0,80.1565,0
105,139447.7,16,0.021646814,2.913242,0.75,30229.754,0.974359
106,0,0,0,0,0,0,0
107,190.07385,1,0.000647,1.2752016,0,0,0
108,0,0,0,0,0,0,0
109,291.98474,1,0.000935,1.2752016,0,0,0
110,4.8343005,1,8.66E-05,1.2752016,0,0,0
111,0,0,0,0,0,0,0
112,13398.472,12,0.005874375,2.7674546,1.5,20226.34,2.7810607
113,67.15401,1,0.000476,1.2752016,0,0,0
114,42705.062,10,0.011768553,2.664375,0.8,9525.324,0.95238096
115,1048371.44,56,0.05665307,3.3112864,2.2857144,262442.66,9.816249
116,0,0,0,0,0,0,0
117,635.54254,1,0.001425335,1.2752016,0,0,0
118,210725.66,14,0.025010116,2.8482428,0.42857143,38329.395,1.5576923
119,272.49307,1,0.000855,1.2752016,0,0,0
120,2243.828,4,0.002710802,2.0646,0,7277.3623,0
121,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0
123,1192.857,5,0.001926112,2.217104,1.2,4173.9087,1.5
124,2155.9585,3,0.002669992,1.8715184,0,136.28166,0
125,1398.8368,5,0.001978552,2.217104,1.2,3703.9807,1.6666666
126,819.35767,6,0.001619689,2.340579,0,22476.863,0
127,195126.86,12,0.025275717,2.7674546,1.1666666,10339.667,1.3246753
128,608.4771,4,0.000612,2.0646,0,1250.8134,0
129,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0
134,534.4512,4,0.001310144,2.0646,1,614.617,1.3333334
135,8680.88,7,0.005122781,2.4426339,0.85714287,7992.9087,1.3333334
136,9697.4,7,0.005094217,2.4426339,0.85714287,14932.871,3.5
137,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0
139,81.91829,3,0.000473,1.8715184,0,737.26654,0
140,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0
142,77881,11,0.016492303,2.7192001,1.0909091,15311.921,1.2
143,0,0,0,0,0,0,0
144,812.27765,2,0.001437243,1.6191258,0,1566.1785,0
145,866.626,3,0.001608396,1.8715184,0,3619.1406,0
146,3387.1497,1,0.003317961,1.2752016,0,0,0
147,561.6325,3,0.00121384,1.8715184,0,1120.792,0
148,2127.701,1,0.00243955,1.2752016,0,0,0
149,10154.168,5,0.005551039,2.217104,0.4,4833.1523,0.5
150,769.38617,1,0.001246445,1.2752016,0,0,0
151,52.303654,3,0.000378,1.8715184,1.3333334,1617.0782,2
152,12.063592,1,0.000131,1.2752016,0,0,0
153,249.72333,2,0.000753,1.6191258,0,830.6422,0
154,3011.9988,3,0.003217624,1.8715184,0.6666667,270.79117,1
155,0,0,0,0,0,0,0
156,13892.479,5,0.006884827,2.217104,0,2955.7505,0
157,0,0,0,0,0,0,0
158,10647.409,4,0.005785628,2.0646,0.5,1609.3759,0.6666667
159,12.283646,2,0.000151,1.6191258,0,7032,0
160,1.8900855,1,3.04E-05,1.2752016,0,0,0
161,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0
163,27855.016,17,0.008625382,2.9412754,0,76023.71,0
164,14.309111,2,0.000167,1.6191258,0,353.6618,0
165,1203.2666,4,0.001623733,2.0646,0,6581.0376,0
166,1476.0347,3,0.001973967,1.8715184,0,7271.936,0
167,4.8709435,1,5.19E-05,1.2752016,0,0,0
168,264.9178,1,0.000911,1.2752016,0,0,0
169,6787.791,3,0.004672938,1.8715184,0,551.1038,0
170,42066.594,12,0.010554434,2.7674546,2.8333333,3236.3489,3.6489177
171,2982.6453,2,0.002852844,1.6191258,0,4195.1274,0
172,623.07336,1,0.001446223,1.2752016,0,0,0
173,44.162296,1,0.000326,1.2752016,0,0,0
174,0,0,0,0,0,0,0
175,1250961,37,0.059723638,3.2178662,0.8108108,110792.61,3.1709268
176,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0
178,1115.8279,3,0.001770417,1.8715184,0,7504.058,0
179,821.0845,3,0.00165642,1.8715184,0,2406.4878,0
180,3595.2913,6,0.003106663,2.340579,0.33333334,8141.712,1.2
181,25477.443,9,0.009017563,2.6014168,0,10201.185,0
182,97004.56,11,0.01702519,2.7192001,0.36363637,58168.48,1.3428571
183,9283.223,11,0.004983534,2.7192001,0.18181819,19017.73,0.2
184,0,0,0,0,0,0,0
185,521.01184,1,0.001151627,1.2752016,0,0,0
186,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0
188,49.47862,1,0.000355,1.2752016,0,0,0
189,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0
191,14.392984,1,0.000202,1.2752016,0,0,0
192,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0
199,297.25916,2,0.000942,1.6191258,0,4275.7583,0
200,0,0,0,0,0,0,0
201,582427.9,34,0.045464385,3.1947181,0.88235295,90951.984,2.1314623
202,120120.27,14,0.018253693,2.8482428,0.42857143,18820.844,0.5846154
203,169021.7,17,0.022208363,2.9412754,0.23529412,33823.406,0.39642859
204,2944254.5,71,0.09172601,3.3517559,0.8169014,408068.66,4.021202
205,1.6626991,1,5.28E-06,1.2752016,0,0,0
206,14.948408,3,0.000161,1.8715184,0,744.40515,0
207,495.20673,1,0.001094352,1.2752016,0,0,0
208,25859.592,6,0.009515743,2.340579,0,4151.716,0
209,2468.0974,3,0.002705297,1.8715184,0.6666667,1130.8145,1.5
210,2702.2334,3,0.002993606,1.8715184,0,14115.596,0
211,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0
213,3875.9482,3,0.00353761,1.8715184,0,7819.9404,0
214,13553.238,1,0.006697029,1.2752016,0,0,0
215,1188.9026,8,0.000713,2.5283697,1.25,8551.473,1.6428572
216,3.359751,1,4.52E-05,1.2752016,0,0,0
217,25483.195,2,0.007906777,1.6191258,0,1301.4036,0
218,131454.66,7,0.020175379,2.4426339,0,4847.735,0
219,769.38605,1,0.001246445,1.2752016,0,0,0
220,0,0,0,0,0,0,0
221,190.4902,2,0.000796,1.6191258,0,2717.586,0
222,0,0,0,0,0,0,0
223,790.7509,4,0.001312428,2.0646,0,21090,0
224,8928.532,5,0.004943589,2.217104,0.8,2556.0862,1.0833334
225,695.38,1,0.001368012,1.2752016,0,0,0
226,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0
229,407.2538,1,0.001018525,1.2752016,0,0,0
230,0,0,0,0,0,0,0
231,425133.4,39,0.03698047,3.2314954,1.4871795,128877.734,3.8829267
232,0,0,0,0,0,0,0
233,5.0965405,2,6.03E-05,1.6191258,1,0,2
234,2378.5803,7,0.002861664,2.4426339,0,9887.067,0
235,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0
237,39071.895,7,0.009780611,2.4426339,2.857143,9680.028,3.6833334
238,535.3033,3,0.001273524,1.8715184,0,7050.898,0
239,142.57956,1,0.000607,1.2752016,0,0,0
240,10.049397,1,0.000135,1.2752016,0,0,0
241,2753.285,5,0.002917209,2.217104,2,2937.805,2.5
242,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0
244,2.4025507,1,7.68E-06,1.2752016,0,0,0
245,68971.51,16,0.013938392,2.913242,0.625,85410.695,0.875
246,7.5625186,1,0.00012,1.2752016,0,0,0
247,0,0,0,0,0,0,0
248,10291.671,4,0.005605174,2.0646,0,5102.7036,0
249,181.30269,1,0.000776,1.2752016,0,0,0
250,710.79614,1,0.00134158,1.2752016,0,0,0
251,6.234128,2,9.59E-05,1.6191258,0,7032,0
252,0,0,0,0,0,0,0
253,165941.34,16,0.024026804,2.913242,4.5,12704.468,7.1396213
254,0,0,0,0,0,0,0
255,76794.984,18,0.01506362,2.9667819,4.7777777,8425.118,8.440143
256,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0
258,24314.797,11,0.009265123,2.7192001,0,28894.111,0
259,32630.07,5,0.009500559,2.217104,0,2189.373,0
260,0,0,0,0,0,0,0
261,5625.983,9,0.004263325,2.6014168,2.4444444,3229.667,4.75
262,29479.926,14,0.009319024,2.8482428,1.2857143,36944.85,2.8526611
263,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0
266,38.49158,5,0.000254,2.217104,1.6,1749.0079,2.1666667
267,1023.2824,4,0.001626442,2.0646,0,4370.81,0
268,353.39682,1,0.000962,1.2752016,0,0,0
269,40447.31,6,0.011637867,2.340579,1.3333334,3473.895,1.6
270,2.2310996,1,3.09E-05,1.2752016,0,0,0
271,233.62173,2,0.000885,1.6191258,0,494.55484,0
272,75077.195,5,0.013758223,2.217104,0,5571.539,0
273,1530.4105,1,0.002023053,1.2752016,0,0,0
274,0,0,0,0,0,0,0
275,81849.03,13,0.015031252,2.8101544,0.9230769,54852.906,2.9409091
276,40185.11,12,0.011325143,2.7674546,1.5,30539.752,3.9454546
277,0,0,0,0,0,0,0
278,22959.758,35,0.002870816,3.2027893,2.4571428,80850.18,10.546617
279,403.38687,6,0.001075391,2.340579,0.33333334,8696.515,0.4
280,109225.55,12,0.015140289,2.7674546,1.1666666,19639.613,1.2727273
281,0,0,0,0,0,0,0
282,1822.2194,1,0.001918891,1.2752016,0,0,0
283,12380.979,14,0.002370407,2.8482428,4.142857,17913.445,4.872494
284,0,0,0,0,0,0,0
285,19147.936,7,0.007434278,2.4426339,0,18216.248,0
286,812.5174,1,0.00162028,1.2752016,0,0,0
287,6960.2017,5,0.004334183,2.217104,0,10211.168,0
288,64.27551,1,0.000467,1.2752016,0,0,0
289,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0
